transaction_date,ticker,asset_description,type,amount,state,ptr_link,industry,sector,party,chamber,member,year,last_name,member_id
2022-04-20,MTCH,Match Group Inc,sale_full,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,"Computer Software: Programming, Data Processing",Technology,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-04-20,FB,Meta Platforms Inc Class A,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,"Computer Software: Programming, Data Processing",Technology,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-04-19,MBD,MongoDB Inc - Class A,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,,,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-04-14,MNST,Monster Beverage Corporation,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,Beverages (Production/Distribution),Consumer Non-Durables,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-04-27,MS,Morgan Stanley,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,Investment Bankers/Brokers/Service,Finance,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-04-01,NSC,Norfolk Southern Corporation,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,Railroads,Transportation,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-04-21,PTEN,Patterson UTI Energy Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,Oil & Gas Production,Energy,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-04-19,PYCR,Paycor HCM Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,,,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-04-19,PNGAY,Ping An Insurance,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,,,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-04-21,SSDOY,Shiseido Co Ltd Ord ADR Shares,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,,,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-04-19,SPXC,SPX Corporation,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,Industrial Machinery/Components,Industrials,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-04-01,SBUX,Starbucks Corporation,purchase,35000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,Restaurants,Consumer Services,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-04-14,TPR,Tapestry Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,Apparel,Consumer Discretionary,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-04-14,TGT,Target Corporation,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,Department/Specialty Retail Stores,Consumer Services,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-04-19,TCEHY,Tencent Holdings Limited Unsponsored ADR Rep B Shares,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,,,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-04-19,TEX,Terex Corporation,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,Construction/Ag Equipment/Trucks,Capital Goods,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-04-13,TWKS,Thoughtworks Holding Inc,purchase,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,EDP Services,Technology,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-04-21,UNICY,Unicharm Corp Sponsored ADR,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,,,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-04-13,ECOL,US Ecology Inc,sale_partial,10000,NJ,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020956.pdf,Environmental Services,Public Utilities,Democrat,House,Josh Gottheimer,2022,gottheimer,G000583
2022-05-14,SPG,Simon Property Group,purchase,35000,IN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021050.pdf,Real Estate Investment Trusts,Consumer Services,Republican,House,Victoria Spartz,2022,spartz,S000929
2022-04-25,PDBC,Invesco Actively Managed Ex,purchase,10000,TN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,,,Republican,House,"Charles J. ""Chuck"" Fleischmann",2022,fleischmann,F000459
2022-04-25,ITA,iShares TR US Aerospace & Defense,purchase,10000,TN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,,,Republican,House,"Charles J. ""Chuck"" Fleischmann",2022,fleischmann,F000459
2022-04-25,IBDP,iShares TR Bonds DEC 2024,sale_full,10000,TN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,,,Republican,House,"Charles J. ""Chuck"" Fleischmann",2022,fleischmann,F000459
2022-04-25,EWU,iShares TR MSCI UTD Kingdom E,sale_full,10000,TN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,,,Republican,House,"Charles J. ""Chuck"" Fleischmann",2022,fleischmann,F000459
2022-04-25,HYBB,iShares TR BB Rated Corp BD E,purchase,10000,TN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,,,Republican,House,"Charles J. ""Chuck"" Fleischmann",2022,fleischmann,F000459
2022-04-25,IBDU,iShares TR iBonds DEC 2029 TER,purchase,10000,TN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,,,Republican,House,"Charles J. ""Chuck"" Fleischmann",2022,fleischmann,F000459
2022-04-25,IBTK,iShares TR iBonds DEC 2030 TER,purchase,10000,TN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,,,Republican,House,"Charles J. ""Chuck"" Fleischmann",2022,fleischmann,F000459
2022-04-25,IBTF,iShares TR iBonds DEC 2025 TER,sale_full,10000,TN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,,,Republican,House,"Charles J. ""Chuck"" Fleischmann",2022,fleischmann,F000459
2022-04-25,SPDW,SPDR Index SHS FDS SPDR Port,sale_full,10000,TN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,,,Republican,House,"Charles J. ""Chuck"" Fleischmann",2022,fleischmann,F000459
2022-04-25,SPYG,SPDR SER TR S&P 500 Growth ETF,purchase,10000,TN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,,,Republican,House,"Charles J. ""Chuck"" Fleischmann",2022,fleischmann,F000459
2022-04-25,SPYV,SPDR SER TR S&P 500 Value ETF,purchase,10000,TN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,,,Republican,House,"Charles J. ""Chuck"" Fleischmann",2022,fleischmann,F000459
2022-04-25,MDYG,SPDR SER TR S&P 400 Mid Cap Growth ETF,sale_full,10000,TN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,,,Republican,House,"Charles J. ""Chuck"" Fleischmann",2022,fleischmann,F000459
2022-04-25,MDYV,SPDR SER TR S&P 400 Mid Cap Value ETF,sale_full,10000,TN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,,,Republican,House,"Charles J. ""Chuck"" Fleischmann",2022,fleischmann,F000459
2022-04-25,XHB,SPDR SER TR S&P Homebuilders,sale_full,10000,TN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,,,Republican,House,"Charles J. ""Chuck"" Fleischmann",2022,fleischmann,F000459
2022-04-25,XLB,Select Sector SPDR TR Matls,sale_full,10000,TN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,,,Republican,House,"Charles J. ""Chuck"" Fleischmann",2022,fleischmann,F000459
2022-04-25,XLP,Select Sector SPDR TR Consumer,purchase,10000,TN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,,,Republican,House,"Charles J. ""Chuck"" Fleischmann",2022,fleischmann,F000459
2022-04-25,XLE,Select Sector SPDR TR Energy,purchase,10000,TN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,,,Republican,House,"Charles J. ""Chuck"" Fleischmann",2022,fleischmann,F000459
2022-04-25,XLF,Select Sector SPDR TR Financial,sale_full,10000,TN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,,,Republican,House,"Charles J. ""Chuck"" Fleischmann",2022,fleischmann,F000459
2022-04-25,DXJ,Wisdomtree TR Japan Hedged ETF,purchase,10000,TN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218753.pdf,,,Republican,House,"Charles J. ""Chuck"" Fleischmann",2022,fleischmann,F000459
2022-03-30,BBVSX,Bridge Builder Small/Mid Value ETF,sale_full,10000,KY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218757.pdf,,,Republican,House,Harold Dallas Rogers,2022,rogers,R000395
2022-03-30,IWR,iShares Russell Mid Cap ETF,sale_full,10000,KY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218757.pdf,,,Republican,House,Harold Dallas Rogers,2022,rogers,R000395
2022-03-30,VTV,Vanguard Value ETF,sale_full,10000,KY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218757.pdf,,,Republican,House,Harold Dallas Rogers,2022,rogers,R000395
2022-03-30,BBGLX,Bridge Builder Large Growth,purchase,10000,KY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218757.pdf,,,Republican,House,Harold Dallas Rogers,2022,rogers,R000395
2022-03-30,BBGSX,Bridge Builder Small/Mid Growth ETF,purchase,10000,KY,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218757.pdf,,,Republican,House,Harold Dallas Rogers,2022,rogers,R000395
2021-05-28,AZO,Autozone Inc,purchase,10000,OR,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018890.pdf,Other Specialty Stores,Consumer Services,Democrat,House,Earl Blumenauer,2021,blumenauer,B000574
2021-05-27,CAT,Catepillar Inc 3.9% 5/21,sale_full,35000,OR,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018890.pdf,Construction/Ag Equipment/Trucks,Capital Goods,Democrat,House,Earl Blumenauer,2021,blumenauer,B000574
2021-05-28,LEG,"Legget & Platt, Inc",sale_full,10000,OR,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018890.pdf,Home Furnishings,Consumer Discretionary,Democrat,House,Earl Blumenauer,2021,blumenauer,B000574
2021-05-07,PFE,Pfizer Inc,purchase,10000,OR,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018890.pdf,Major Pharmaceuticals,Health Care,Democrat,House,Earl Blumenauer,2021,blumenauer,B000574
2021-05-28,QCOM,QUALCOMM Inc,sale_partial,10000,OR,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018890.pdf,Radio And Television Broadcasting And Communications Equipment,Technology,Democrat,House,Earl Blumenauer,2021,blumenauer,B000574
2022-06-15,ALLY,Ally Financial Inc,sale_full,10000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021367.pdf,Diversified Financial Services,Finance,Democrat,House,Zoe Lofgren,2022,lofgren,L000397
2022-11-28,BMY,Bristol-Myers Squibb Company,sale_partial,175000,TX,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020767.pdf,Major Pharmaceuticals,Health Care,Republican,House,Van Taylor,2022,taylor,T000479
2022-11-28,CVX,Chevron Corproation,sale_partial,750000,TX,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020767.pdf,Integrated oil Companies,Energy,Republican,House,Van Taylor,2022,taylor,T000479
2022-11-28,LLY,Eli Lilly and Company,sale_partial,3000000,TX,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020767.pdf,Major Pharmaceuticals,Health Care,Republican,House,Van Taylor,2022,taylor,T000479
2022-11-28,XOM,Exxon Mobil Corporation,sale_partial,3000000,TX,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020767.pdf,Integrated oil Companies,Energy,Republican,House,Van Taylor,2022,taylor,T000479
2022-11-28,MCO,Moody's Corporation,sale_full,375000,TX,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020767.pdf,Finance: Consumer Services,Finance,Republican,House,Van Taylor,2022,taylor,T000479
2022-11-28,OXY,Occidental Petroleum Corporation,sale_full,10000,TX,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020767.pdf,Oil & Gas Production,Energy,Republican,House,Van Taylor,2022,taylor,T000479
2022-11-28,SSLTY,Santos Ltd Unsponsored ADR,sale_full,35000,TX,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020767.pdf,,,Republican,House,Van Taylor,2022,taylor,T000479
2022-11-28,ZBH,Zimmer Biomet Holdings Inc,sale_full,175000,TX,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020767.pdf,Industrial Specialties,Health Care,Republican,House,Van Taylor,2022,taylor,T000479
2022-11-28,ZIMV,ZimVie Inc,sale_full,10000,TX,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020767.pdf,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,Republican,House,Van Taylor,2022,taylor,T000479
2021-07-09,ALXN,Alexion Pharmaceuticals Inc,sale_full,35000,RI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019333.pdf,Major Pharmaceuticals,Health Care,Democrat,House,James R. Langevin,2021,langevin,L000559
2021-07-02,AAPL,Apple Inc,sale_full,175000,RI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019333.pdf,Computer Manufacturing,Technology,Democrat,House,James R. Langevin,2021,langevin,L000559
2021-07-16,GNRC,Generac Holdings Inc,purchase,10000,RI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019333.pdf,Metal Fabrications,Consumer Durables,Democrat,House,James R. Langevin,2021,langevin,L000559
2021-07-19,GNRC,Generac Holdings Inc,sale_full,175000,RI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019333.pdf,Metal Fabrications,Consumer Durables,Democrat,House,James R. Langevin,2021,langevin,L000559
2021-07-16,NFLX,Netflix Inc,purchase,10000,RI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019333.pdf,Consumer Electronics/Video Chains,Consumer Services,Democrat,House,James R. Langevin,2021,langevin,L000559
2021-07-28,Z,Zillow Group Inc - Class C Capital Stock,sale_full,10000,RI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019333.pdf,Business Services,Consumer Discretionary,Democrat,House,James R. Langevin,2021,langevin,L000559
2021-07-29,Z,Zillow Group Inc - Class C Capital Stock,purchase,175000,RI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019333.pdf,Business Services,Consumer Discretionary,Democrat,House,James R. Langevin,2021,langevin,L000559
2022-03-29,NFLX,Netflix Inc - Corporate Bond 03/01/2024 Interest 5.75%,purchase,10000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020769.pdf,Consumer Electronics/Video Chains,Consumer Services,Democrat,House,Alan S. Lowenthal,2022,lowenthal,L000579
2022-04-04,IFF,International Flavors & Fragrances Inc,sale_partial,10000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020770.pdf,Major Chemicals,Industrials,Democrat,House,Alan S. Lowenthal,2022,lowenthal,L000579
2022-03-25,JBI,Janus International Group Inc,sale_full,10000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020770.pdf,,,Democrat,House,Alan S. Lowenthal,2022,lowenthal,L000579
2022-03-24,JBI,Janus International Group Inc,sale_partial,10000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020770.pdf,,,Democrat,House,Alan S. Lowenthal,2022,lowenthal,L000579
2022-03-24,NFLX,Netflix Inc - Corporate Bond 5.75%,purchase,35000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020770.pdf,Consumer Electronics/Video Chains,Consumer Services,Democrat,House,Alan S. Lowenthal,2022,lowenthal,L000579
2022-07-27,PHG,Koninkijke Philips NV NY Registry Shares,purchase,10000,OR,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021504.pdf,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,Democrat,House,Earl Blumenauer,2022,blumenauer,B000574
2022-08-03,OZKAP,Bank OZK - 4.625% Series A Non-Cumulative Perpetual Preferred Stock,purchase,35000,TN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021502.pdf,Major Banks,Finance,Democrat,House,Steve Cohen,2022,cohen,C001068
2022-08-03,DURA,VanEck Morningstar Durable Dividend ETF,purchase,35000,TN,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021502.pdf,,,Democrat,House,Steve Cohen,2022,cohen,C001068
2022-07-08,KLAC,KLA Corporation,sale_partial,10000,CA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021503.pdf,Electronic Components,Capital Goods,Democrat,House,Zoe Lofgren,2022,lofgren,L000397
2023-01-20,DIS,Walt Disney Company,sale_full,35000,TX,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022391.pdf,Services-Misc. Amusement & Recreation,Consumer Services,Republican,House,Michael C. Burgess,2023,burgess,B001248
2023-01-23,AXP,American Express Company,sale_full,10000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022380.pdf,Finance: Consumer Services,Finance,,House,Shri Thanedar,2023,thanedar,T000488
2023-01-30,AXP,American Express Company,sale_full,10000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022380.pdf,Finance: Consumer Services,Finance,,House,Shri Thanedar,2023,thanedar,T000488
2023-01-23,AXP,American Express Company,sale_full,75000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022380.pdf,Finance: Consumer Services,Finance,,House,Shri Thanedar,2023,thanedar,T000488
2023-01-23,APO,Apollo Global Management Inc,purchase,10000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022380.pdf,Investment Managers,Finance,,House,Shri Thanedar,2023,thanedar,T000488
2023-01-23,APO,Apollo Global Management Inc,sale_full,10000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022380.pdf,Investment Managers,Finance,,House,Shri Thanedar,2023,thanedar,T000488
2023-01-23,APO,Apollo Global Management Inc,sale_full,175000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022380.pdf,Investment Managers,Finance,,House,Shri Thanedar,2023,thanedar,T000488
2023-01-23,BIIB,Biogen Inc,sale_full,35000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022380.pdf,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,,House,Shri Thanedar,2023,thanedar,T000488
2023-01-23,BX,Blackstone Inc,sale_full,75000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022380.pdf,Investment Managers,Finance,,House,Shri Thanedar,2023,thanedar,T000488
2023-01-23,CHRS,Coherus BioSciences Inc,sale_full,35000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022380.pdf,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,,House,Shri Thanedar,2023,thanedar,T000488
2023-01-23,CMPS,COMPASS Pathways plc - ADR Shares,sale_full,10000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022380.pdf,Biotechnology: Pharmaceutical Preparations,Health Care,,House,Shri Thanedar,2023,thanedar,T000488
2023-01-23,KKR,KKR & Co Inc,sale_full,35000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022380.pdf,Investment Managers,Finance,,House,Shri Thanedar,2023,thanedar,T000488
2023-01-23,SBUX,Starbucks Corporation,sale_full,10000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022380.pdf,Restaurants,Consumer Services,,House,Shri Thanedar,2023,thanedar,T000488
2023-01-23,SBUX,Starbucks Corporation,sale_full,35000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022380.pdf,Restaurants,Consumer Services,,House,Shri Thanedar,2023,thanedar,T000488
2023-01-23,TCEHY,Tencent Holdings Ltd Unsponsored ADR,sale_full,10000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022380.pdf,,,,House,Shri Thanedar,2023,thanedar,T000488
2023-01-23,TSLA,Tesla Inc,sale_full,10000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022380.pdf,Auto Manufacturing,Capital Goods,,House,Shri Thanedar,2023,thanedar,T000488
2023-01-23,TSLA,Tesla Inc,sale_full,10000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022380.pdf,Auto Manufacturing,Capital Goods,,House,Shri Thanedar,2023,thanedar,T000488
2023-01-23,CG,The Carlyle Group Inc,sale_partial,10000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022380.pdf,Investment Managers,Finance,,House,Shri Thanedar,2023,thanedar,T000488
2023-01-23,CG,The Carlyle Group Inc,sale_partial,35000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022380.pdf,Investment Managers,Finance,,House,Shri Thanedar,2023,thanedar,T000488
2023-01-23,CG,The Carlyle Group Inc,sale_full,35000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022380.pdf,Investment Managers,Finance,,House,Shri Thanedar,2023,thanedar,T000488
2023-01-23,WMT,Walmart Inc,sale_full,10000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022380.pdf,Department/Specialty Retail Stores,Consumer Services,,House,Shri Thanedar,2023,thanedar,T000488
2023-01-23,WMT,Walmart Inc,sale_full,10000,MI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2023/20022380.pdf,Department/Specialty Retail Stores,Consumer Services,,House,Shri Thanedar,2023,thanedar,T000488
2021-01-27,DDD,3D Systems Corporation,sale_full,10000,LA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018091.pdf,Computer peripheral equipment,Technology,Republican,House,Garret Graves,2021,graves,G000577
2022-11-23,AMZN,Amazon.com Inc,purchase,10000,IA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022042.pdf,Catalog/Specialty Distribution,Consumer Services,Democrat,House,Cynthia Axne,2022,axne,A000378
2022-11-23,CHD,Church & Dwight Company Inc,purchase,10000,IA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022042.pdf,Package Goods/Cosmetics,Basic Industries,Democrat,House,Cynthia Axne,2022,axne,A000378
2022-11-23,DHR,Danaher Corporation,purchase,10000,IA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022042.pdf,Industrial Machinery/Components,Capital Goods,Democrat,House,Cynthia Axne,2022,axne,A000378
2022-11-23,DHR,Danaher Corporation,purchase,10000,IA,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022042.pdf,Industrial Machinery/Components,Capital Goods,Democrat,House,Cynthia Axne,2022,axne,A000378
2022-11-21,AGG,iShares Core U.S. Aggregate Bond ETF,sale_full,375000,OR,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022097.pdf,,,Republican,House,Cliff Bentz,2022,bentz,B000668
2022-11-04,ABNB,Airbnb Inc - Class A,sale_partial,35000,RI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022086.pdf,Hotels/Resorts,Consumer Discretionary,Democrat,House,James R. Langevin,2022,langevin,L000559
2022-11-07,ABNB,Airbnb Inc - Class A,purchase,35000,RI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022086.pdf,Hotels/Resorts,Consumer Discretionary,Democrat,House,James R. Langevin,2022,langevin,L000559
2022-11-01,SQ,Block Inc Class A Common Stock,purchase,75000,RI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022086.pdf,Computer Software: Prepackaged Software,Technology,Democrat,House,James R. Langevin,2022,langevin,L000559
2022-11-03,DASH,DoorDash Inc Class A - Call Options. Strike $50 Expiry 11/4/2022,sale_full,10000,RI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022086.pdf,,,Democrat,House,James R. Langevin,2022,langevin,L000559
2022-11-04,DASH,DoorDash Inc Class A,sale_full,35000,RI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022086.pdf,,,Democrat,House,James R. Langevin,2022,langevin,L000559
2022-11-29,GNRC,Generac Holdings Inc,purchase,10000,RI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022086.pdf,Metal Fabrications,Consumer Durables,Democrat,House,James R. Langevin,2022,langevin,L000559
2022-11-01,FB,Meta Platforms Inc - Class A,sale_partial,10000,RI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022086.pdf,"Computer Software: Programming, Data Processing",Technology,Democrat,House,James R. Langevin,2022,langevin,L000559
2022-11-01,FB,Meta Platforms Inc - Class A - Call Options. Strike price $102 expires 11/11/2022,sale_full,10000,RI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022086.pdf,"Computer Software: Programming, Data Processing",Technology,Democrat,House,James R. Langevin,2022,langevin,L000559
2022-11-14,FB,Meta Platforms Inc - Class A,sale_full,175000,RI,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20022086.pdf,"Computer Software: Programming, Data Processing",Technology,Democrat,House,James R. Langevin,2022,langevin,L000559
2021-01-20,GBDC,"Golub Capital BDC, Inc",sale_full,35000,NM,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20011775.pdf,,,Democrat,House,Teresa Leger Fernandez,2021,fernandez,L000273
2021-05-17,NTAP,NetApp Inc Stock,sale_full,35000,CO,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218132.pdf,Electronic Components,Technology,Republican,House,Doug Lamborn,2021,lamborn,L000564
2021-05-28,NTAP,NetApp Inc Stock,purchase,10000,CO,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218132.pdf,Electronic Components,Technology,Republican,House,Doug Lamborn,2021,lamborn,L000564
2021-05-28,NTAP,NetApp Inc Stock,purchase,35000,CO,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218132.pdf,Electronic Components,Technology,Republican,House,Doug Lamborn,2021,lamborn,L000564
2021-05-28,NTAP,NetApp Inc Stock,sale_full,10000,CO,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8218132.pdf,Electronic Components,Technology,Republican,House,Doug Lamborn,2021,lamborn,L000564
