Meeting Title,URL,Congress,Chamber,Meeting Date,Committee
"Hearings to examine COVID-19, focusing on going back to school safely.",https://www.congress.gov/event/116th-congress/senate-event/327539,116th,Senate,2020-06-10T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-551 — COVID 19: GOING BACK TO SCHOOL SAFELY",https://www.congress.gov/event/116th-congress/senate-event/LC68193/text,116th,Senate,2020-06-10T04:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Hearings to examine COVID-19, focusing on going back to college safely.",https://www.congress.gov/event/116th-congress/senate-event/327540,116th,Senate,2020-06-04T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-507 — COVID-19: GOING BACK TO COLLEGE SAFELY",https://www.congress.gov/event/116th-congress/senate-event/LC67581/text,116th,Senate,2020-06-04T04:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Business meeting to consider the nominations of Keith E. Sonderling, of Florida, Andrea R. Lucas, of Virginia, and Jocelyn Samuels, of Maryland, each to be a Member of the Equal Employment Opportunity Commission, Marvin Kaplan, of Kansas, and Lauren McGarity McFerran, of the District of Columbia, both to be a Member of the National Labor Relations Board, Sethuraman Panchanathan, of Arizona, to be Director of the National Science Foundation, Julie Elizabeth Hocker, of Pennsylvania, to be an Assistant Secretary of Labor, and Richard Giacolone, of Virginia, to be Federal Mediation and Conciliation Director.",https://www.congress.gov/event/116th-congress/senate-event/327480,116th,Senate,2020-06-03T13:30:00Z,"Senate Health, Education, Labor, and Pensions"
"Hearings to examine COVID-19, focusing on safely getting back to work and back to school.",https://www.congress.gov/event/116th-congress/senate-event/327412,116th,Senate,2020-05-12T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-555 — COVID-19: SAFELY GETTING BACK TO WORK AND BACK TO SCHOOL",https://www.congress.gov/event/116th-congress/senate-event/LC68597/text,116th,Senate,2020-05-12T04:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Hearings to examine new tests for COVID-19.",https://www.congress.gov/event/116th-congress/senate-event/327403,116th,Senate,2020-05-07T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-492 — SHARK TANK: NEW TESTS FOR COVID-19",https://www.congress.gov/event/116th-congress/senate-event/LC67481/text,116th,Senate,2020-05-07T04:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Hearings to examine an emerging disease threat, focusing on how the United States is responding to COVID-19, the Novel Coronavirus.",https://www.congress.gov/event/116th-congress/senate-event/327210,116th,Senate,2020-03-03T15:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-504 — AN EMERGING DISEASE THREAT: HOW THE U.S. IS RESPONDING TO COVID-19, THE NOVEL CORONAVIRUS",https://www.congress.gov/event/116th-congress/senate-event/LC67535/text,116th,Senate,2020-03-03T05:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Business meeting to consider H.R.5430, to implement the Agreement between the United States of America, the United Mexican States, and Canada attached as an Annex to the Protocol Replacing the North American Free Trade Agreement.",https://www.congress.gov/event/116th-congress/senate-event/326920,116th,Senate,2020-01-15T15:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Business meeting to consider S.2971, to amend and reauthorize the Child Abuse Prevention and Treatment Act, S. 2997, to revise and extend health workforce programs under title VII of the Public Health Service Act, S.2683, to establish a task force to assist States in implementing hiring requirements for child care staff members to improve child safety, S.2927, to amend the Public Health Service Act to provide that the authority of the Director of the National Institute on Minority Health and Health Disparities to make certain research endowments applies with respect to both current and former centers of excellence, and the nomination of Crosby Kemper III, of Missouri, to be Director of the Institute of Museum and Library Services.",https://www.congress.gov/event/116th-congress/senate-event/326811,116th,Senate,2019-12-12T15:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Business meeting to consider the nominations of Stephen Hahn, of Texas, to be Commissioner of Food and Drugs, Department of Health and Human Services, Richard Giacolone, of Virginia, to be Federal Mediation and Conciliation Director, and Cynthia L. Attwood, of Virginia, and Amanda Wood Laihow, of Maine, both to be a Member of Occupational Safety and Health Review Commission.",https://www.congress.gov/event/116th-congress/senate-event/326780,116th,Senate,2019-12-03T15:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Hearings to examine the nomination of Stephen Hahn, of Texas, to be Commissioner of Food and Drugs, Department of Health and Human Services.",https://www.congress.gov/event/116th-congress/senate-event/326676,116th,Senate,2019-11-20T15:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-488 — NOMINATION OF STEPHEN M. HAHN, M.D., TO SERVE AS COMMISSIONER OF FOOD AND DRUGS",https://www.congress.gov/event/116th-congress/senate-event/LC67193/text,116th,Senate,2019-11-20T05:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Hearings to examine the response to lung illnesses and rising youth electronic cigarette use.",https://www.congress.gov/event/116th-congress/senate-event/326643,116th,Senate,2019-11-13T15:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-470 — EXAMINING THE RESPONSE TO LUNG ILLNESS AND RISING YOUTH ELECTRONIC CIGARETTE USE",https://www.congress.gov/event/116th-congress/senate-event/LC66896/text,116th,Senate,2019-11-13T05:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Business meeting to consider S.1657, to provide assistance to combat the escalating burden of Lyme disease and other tick and vector-borne diseases and disorders, S.2619, to amend the Public Health Service Act to reauthorize the Healthy Start program, S.1399, to amend title VIII of the Public Health Services Act to revise and extend nursing workforce development programs, S.995, to amend title XXIX of the Public Health Service Act to reauthorize the program under such title relating to lifespan respite care, S.1130, to amend the Public Health Service Act to improve the health of children and help better understand and enhance awareness about unexpected sudden death in early life, S.1608, to provide for the publication by the Secretary of Health and Human Services of physical activity recommendations for Americans, S.2629, to amend the Public Health Service Act with respect to the Public Health Service Corps, and S.2740, to amend the Federal Food, Drug, and Cosmetic Act to clarify the regulatory framework with respect to certain nonprescription drugs that are marketed without an approved new drug application.",https://www.congress.gov/event/116th-congress/senate-event/326632,116th,Senate,2019-10-31T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Business meeting to consider the nomination of Eugene Scalia, of Virginia, to be Secretary of Labor.",https://www.congress.gov/event/116th-congress/senate-event/326401,116th,Senate,2019-09-24T14:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Hearings to examine the nomination of Eugene Scalia, of Virginia, to be Secretary of Labor.",https://www.congress.gov/event/116th-congress/senate-event/326393,116th,Senate,2019-09-19T13:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-462 — NOMINATION OF EUGENE SCALIA TO SERVE AS SECRETARY OF LABOR",https://www.congress.gov/event/116th-congress/senate-event/LC67443/text,116th,Senate,2019-09-19T04:00:00Z,"Senate Health, Education, Labor, and Pensions"
"Business meeting to consider the nominations of Sharon Fast Gustafson, of Virginia, to be General Counsel,  and Charlotte A. Burrows, of the District of Columbia, to be a Member, both of the Equal Employment Opportunity Commission.",https://www.congress.gov/event/116th-congress/senate-event/326227,116th,Senate,2019-07-30T15:50:00Z,"Senate Health, Education, Labor, and Pensions"
"Business meeting to consider S.1199, to amend the Public Health Service Act to revise and extend the poison center network program, S.1173, to amend the Public Health Service Act to reauthorize the Emergency Medical Services for Children program, S.1895, to lower health care costs, and pending nominations.",https://www.congress.gov/event/116th-congress/senate-event/326059,116th,Senate,2019-06-26T14:30:00Z,"Senate Health, Education, Labor, and Pensions"
"Hearings to examine the Lower Health Care Costs Act.",https://www.congress.gov/event/116th-congress/senate-event/326006,116th,Senate,2019-06-18T13:30:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-556 — LOWER HEALTH CARE COSTS ACT",https://www.congress.gov/event/116th-congress/senate-event/LC68618/text,116th,Senate,2019-06-18T04:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-434 — IMPLEMENTING THE 21ST CENTURY CURES ACT: MAKING ELECTRONIC HEALTH INFORMATION AVAILABLE TO PATIENTS AND PROVIDERS, PART II",https://www.congress.gov/event/116th-congress/senate-event/LC66895/text,116th,Senate,2019-05-07T04:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-425 — REAUTHORIZING THE HIGHER EDUCATION ACT: STRENGTHENING ACCOUNTABILITY TO PROTECT STUDENTS AND TAXPAYERS",https://www.congress.gov/event/116th-congress/senate-event/LC65955/text,116th,Senate,2019-04-10T04:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-432 — REAUTHORIZING HEA: ADDRESSING CAMPUS SEXUAL ASSAULT AND ENSURING STUDENT SAFETY AND RIGHTS",https://www.congress.gov/event/116th-congress/senate-event/LC66034/text,116th,Senate,2019-04-02T04:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-409 — IMPLEMENTING THE 21ST CENTURY CURES ACT: MAKING ELECTRONIC HEALTH INFORMATION AVAILABLE TO PATIENTS AND PROVIDERS",https://www.congress.gov/event/116th-congress/senate-event/LC65869/text,116th,Senate,2019-03-26T04:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-361 — REAUTHORIZING THE HIGHER EDUCATION ACT: SIMPLIFYING THE FAFSA AND REDUCING THE BURDEN OF VERIFICATION",https://www.congress.gov/event/116th-congress/senate-event/LC65825/text,116th,Senate,2019-03-12T04:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-312 — VACCINES SAVE LIVES: WHAT IS DRIVING PREVENTABLE DISEASE OUTBREAKS?",https://www.congress.gov/event/116th-congress/senate-event/LC65818/text,116th,Senate,2019-03-05T05:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-313 — MANAGING PAIN DURING THE OPIOID CRISIS",https://www.congress.gov/event/116th-congress/senate-event/LC65751/text,116th,Senate,2019-02-12T05:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-277 — HOW PRIMARY CARE AFFECTS HEALTH CARE COSTS AND OUTCOMES",https://www.congress.gov/event/116th-congress/senate-event/LC65511/text,116th,Senate,2019-02-05T05:00:00Z,"Senate Health, Education, Labor, and Pensions"
"S.Hrg. 116-276 — ACCESS TO CARE: HEALTH CENTERS AND PROVIDERS IN UNDERSERVED COMMUNITIES",https://www.congress.gov/event/116th-congress/senate-event/LC65498/text,116th,Senate,2019-01-29T05:00:00Z,"Senate Health, Education, Labor, and Pensions"
