Meeting Title,URL,Congress,Chamber,Meeting Date,Committee
"Hearings to examine the President's 2020 trade policy agenda.",https://www.congress.gov/event/116th-congress/senate-event/327583,116th,Senate,2020-06-17T19:00:00Z,"Senate Finance"
"S.Hrg. 116-497 — PRESIDENT'S 2020 TRADE POLICY AGENDA",https://www.congress.gov/event/116th-congress/senate-event/LC67119/text,116th,Senate,2020-06-17T04:00:00Z,"Senate Finance"
"Hearings to examine unemployment insurance during COVID-19, focusing on The CARES Act and the roles of unemployment insurance during the pandemic.",https://www.congress.gov/event/116th-congress/senate-event/327568,116th,Senate,2020-06-09T18:30:00Z,"Senate Finance"
"S.Hrg. 116-494 — UNEMPLOYMENT INSURANCE DURING COVID-19: THE CARES ACT AND THE ROLE OF UNEMPLOYMENT INSURANCE DURING THE PANDEMIC",https://www.congress.gov/event/116th-congress/senate-event/LC67153/text,116th,Senate,2020-06-09T04:00:00Z,"Senate Finance"
"An oversight hearing to examine the Food and Drug Administration's foreign drug manufacturing inspection process, focusing on COVID-19 and beyond.",https://www.congress.gov/event/116th-congress/senate-event/327532,116th,Senate,2020-06-02T18:30:00Z,"Senate Finance"
"S.Hrg. 116-490 — COVID-19 AND BEYOND: OVERSIGHT OF THE FDA'S FOREIGN DRUG MANUFACTURING INSPECTION PROCESS",https://www.congress.gov/event/116th-congress/senate-event/LC67187/text,116th,Senate,2020-06-02T04:00:00Z,"Senate Finance"
"Business meeting to consider the nominations of Kipp Kranbuhl, of Ohio, to be an Assistant Secretary of the Treasury, Sarah C. Arbes, of Virginia, to be an Assistant Secretary of Health and Human Services, and Jason J. Fichtner, of the District of Columbia, to be a Member of the Social Security Advisory Board.",https://www.congress.gov/event/116th-congress/senate-event/327322,116th,Senate,2020-03-11T14:10:00Z,"Senate Finance"
"Hearings to examine the President's proposed budget request for fiscal year 2021 for the Department of Health and Human Services.",https://www.congress.gov/event/116th-congress/senate-event/327123,116th,Senate,2020-02-13T14:30:00Z,"Senate Finance"
"S.Hrg. 116-486 — PRESIDENT'S FISCAL YEAR 2021 HEALTH CARE PROPOSALS",https://www.congress.gov/event/116th-congress/senate-event/LC67007/text,116th,Senate,2020-02-13T05:00:00Z,"Senate Finance"
"Hearings to examine the President's proposed budget request for fiscal year 2021 for the Department of the Treasury.",https://www.congress.gov/event/116th-congress/senate-event/327110,116th,Senate,2020-02-12T18:00:00Z,"Senate Finance"
"S.Hrg. 116-473 — PRESIDENT'S FISCAL YEAR 2021 BUDGET",https://www.congress.gov/event/116th-congress/senate-event/LC66849/text,116th,Senate,2020-02-12T05:00:00Z,"Senate Finance"
"Hearings to examine the nominations of Kipp Kranbuhl, of Ohio, to be an Assistant Secretary of the Treasury, Sarah C. Arbes, of Virginia, to be an Assistant Secretary of Health and Human Services, and Jason J. Fichtner, of the District of Columbia, to be a Member of the Social Security Advisory Board.",https://www.congress.gov/event/116th-congress/senate-event/327064,116th,Senate,2020-02-05T15:00:00Z,"Senate Finance"
"S.Hrg. 116-469 — NOMINATIONS OF KIPP KRANBUHL, TO BE. ASSISTANT SECRETARY FOR FINANCIAL MARKETS, DEPARTMENT OF THE TREASURY; SARAH C. ARBES, TO BE ASSISTANT SECRETARY FOR LEGISLATION, DEPARTMENT OF HEALTH AND HUMAN SERVICES; AND JASON J. FICHTNER, TO BE A MEMBER OF THE SOCIAL SECURITY ADVISORY BOARD, SOCIAL SECURITY ADMINISTRATION",https://www.congress.gov/event/116th-congress/senate-event/LC66808/text,116th,Senate,2020-02-05T05:00:00Z,"Senate Finance"
"Business meeting to consider H.R.5430, to implement the Agreement between the United States of America, the United Mexican States, and Canada attached as an Annex to the Protocol Replacing the North American Free Trade Agreement.",https://www.congress.gov/event/116th-congress/senate-event/326880,116th,Senate,2020-01-07T14:30:00Z,"Senate Finance"
"Hearings to examine Alzheimer¿s awareness, focusing on barriers to diagnosis, treatment, and care coordination.",https://www.congress.gov/event/116th-congress/senate-event/326695,116th,Senate,2019-11-20T19:00:00Z,"Senate Finance"
"S.Hrg. 116-463 — ALZHEIMER'S AWARENESS: BARRIERS TO DIAGNOSIS, TREATMENT, AND CARE COORDINATION",https://www.congress.gov/event/116th-congress/senate-event/LC66762/text,116th,Senate,2019-11-20T05:00:00Z,"Senate Finance"
"Hearings to examine Medicaid, focusing on compliance with eligibility requirements.",https://www.congress.gov/event/116th-congress/senate-event/326628,116th,Senate,2019-10-30T18:00:00Z,"Senate Finance"
"S.Hrg. 116-460 — MEDICAID: COMPLIANCE WITH ELIGIBILITY REQUIREMENTS",https://www.congress.gov/event/116th-congress/senate-event/LC66682/text,116th,Senate,2019-10-30T04:00:00Z,"Senate Finance"
"Hearings to examine treating substance misuse in America, focusing on scams, shortfalls, and solutions.",https://www.congress.gov/event/116th-congress/senate-event/326596,116th,Senate,2019-10-24T13:00:00Z,"Senate Finance"
"S.Hrg. 116-455 — TREATING SUBSTANCE MISUSE IN AMERICA: SCAMS, SHORTFALLS, AND SOLUTIONS",https://www.congress.gov/event/116th-congress/senate-event/LC66084/text,116th,Senate,2019-10-24T04:00:00Z,"Senate Finance"
"Business meeting to consider the nominations of Brent James McIntosh, of Michigan, to be an Under Secretary, Brian Callanan, of New Jersey, to be General Counsel, and Brian McGuire, of New York, to be a Deputy Under Secretary, all of the Department of the Treasury, and Travis Greaves, of the District of Columbia, to be a Judge of the United States Tax Court.",https://www.congress.gov/event/116th-congress/senate-event/326213,116th,Senate,2019-07-31T14:30:00Z,"Senate Finance"
"Hearings to examine the United States-Mexico-Canada Agreement.",https://www.congress.gov/event/116th-congress/senate-event/326229,116th,Senate,2019-07-30T14:15:00Z,"Senate Finance"
"S.Hrg. 116-446 — THE UNITED STATES-MEXICO-CANADA AGREEMENT",https://www.congress.gov/event/116th-congress/senate-event/LC66069/text,116th,Senate,2019-07-30T04:00:00Z,"Senate Finance"
"Business meeting to consider an original bill entitled, ""The Prescription Drug Pricing Reduction Act of 2019"".",https://www.congress.gov/event/116th-congress/senate-event/326225,116th,Senate,2019-07-25T13:30:00Z,"Senate Finance"
"Hearings to examine the nominations of Brent James McIntosh, of Michigan, to be an Under Secretary, Brian Callanan, of New Jersey, to be General Counsel, and Brian McGuire, of New York, to be a Deputy Under Secretary, all of the Department of the Treasury, and Travis Greaves, of the District of Columbia, to be a Judge of the United States Tax Court for a term of fifteen years.",https://www.congress.gov/event/116th-congress/senate-event/326246,116th,Senate,2019-07-24T14:15:00Z,"Senate Finance"
"S.Hrg. 116-438 — NOMINATIONS OF BRENT JAMES McINTOSH, TO BE UNDER SECRETARY FOR INTERNATIONAL AFFAIRS, DEPARTMENT OF THE TREASURY; BRIAN CALLANAN, TO BE GENERAL COUNSEL, DEPARTMENT OF THE TREASURY; BRIAN McGUIRE, TO BE ASSISTANT SECRETARY FOR LEGISLATIVE AFFAIRS, DEPARTMENT OF THE TREASURY; AND TRAVIS GREAVES, TO BE A JUDGE OF THE UNITED STATES TAX COURT",https://www.congress.gov/event/116th-congress/senate-event/LC66029/text,116th,Senate,2019-07-24T04:00:00Z,"Senate Finance"
"Hearings to examine promoting elder justice, focusing on a call for reform.",https://www.congress.gov/event/116th-congress/senate-event/326188,116th,Senate,2019-07-23T14:15:00Z,"Senate Finance"
"S.Hrg. 116-437 — PROMOTING ELDER JUSTICE: A CALL FOR REFORM",https://www.congress.gov/event/116th-congress/senate-event/LC65979/text,116th,Senate,2019-07-23T04:00:00Z,"Senate Finance"
"Hearings to examine the President's 2019 trade policy agenda and the United States-Mexico-Canada Agreement.",https://www.congress.gov/event/116th-congress/senate-event/326007,116th,Senate,2019-06-18T14:15:00Z,"Senate Finance"
"S.Hrg. 116-436 — THE PRESIDENT'S 2019 TRADE POLICY AGENDA AND THE UNITED STATES-MEXICO-CANADA AGREEMENT",https://www.congress.gov/event/116th-congress/senate-event/LC65977/text,116th,Senate,2019-06-18T04:00:00Z,"Senate Finance"
"Hearings to examine China's belt and road initiative.",https://www.congress.gov/event/116th-congress/senate-event/325984,116th,Senate,2019-06-12T19:00:00Z,"Senate Finance"
"S.Hrg. 116-423 — CHINA'S BELT AND ROAD INITIATIVE",https://www.congress.gov/event/116th-congress/senate-event/LC65890/text,116th,Senate,2019-06-12T04:00:00Z,"Senate Finance"
"Business meeting to consider the nominations of Amy Karpel, of Washington, and Randolph J. Stayin, of Virginia, both to be a Member of the United States International Trade Commission.",https://www.congress.gov/event/116th-congress/senate-event/326004,116th,Senate,2019-06-11T04:00:00Z,"Senate Finance"
"Hearings to examine foreign threats to taxpayer-funded research, focusing on oversight opportunities and policy solutions.",https://www.congress.gov/event/116th-congress/senate-event/325929,116th,Senate,2019-06-05T13:45:00Z,"Senate Finance"
"S.Hrg. 116-250 — FOREIGN THREATS TO TAXPAYER-FUNDED RESEARCH: OVERSIGHT OPPORTUNITIES AND POLICY SOLUTIONS",https://www.congress.gov/event/116th-congress/senate-event/LC65292/text,116th,Senate,2019-06-05T04:00:00Z,"Senate Finance"
"S.Hrg. 116-395 — CHALLENGES IN THE RETIREMENT SYSTEM",https://www.congress.gov/event/116th-congress/senate-event/LC65716/text,116th,Senate,2019-05-14T04:00:00Z,"Senate Finance"
"S.Hrg. 116-421 — NOMINATIONS OF DAVID FABIAN BLACK, TO BE DEPUTY COMMISSIONER, SOCIAL SECURITY ADMINISTRATION; AND EMIN TORO, TO BE A JUDGE OF THE UNITED STATES TAX COURT",https://www.congress.gov/event/116th-congress/senate-event/LC65882/text,116th,Senate,2019-05-09T04:00:00Z,"Senate Finance"
"S.Hrg. 116-386 — MEDICARE PHYSICIAN PAYMENT REFORM AFTER TWO YEARS: EXAMINING MACRA IMPLEMENTATION AND THE ROAD AHEAD",https://www.congress.gov/event/116th-congress/senate-event/LC65700/text,116th,Senate,2019-05-08T04:00:00Z,"Senate Finance"
"S.Hrg. 116-420 — THE 2019 TAX FILING SEASON AND THE 21ST-CENTURY IRS",https://www.congress.gov/event/116th-congress/senate-event/LC65891/text,116th,Senate,2019-04-10T04:00:00Z,"Senate Finance"
"S.Hrg. 116-415 — DRUG PRICING IN AMERICA: A PRESCRIPTION FOR CHANGE, PART III",https://www.congress.gov/event/116th-congress/senate-event/LC65845/text,116th,Senate,2019-04-09T04:00:00Z,"Senate Finance"
"S.Hrg. 116-316 — PRESIDENT'S FISCAL YEAR 2020 HEALTH CARE PROPOSALS",https://www.congress.gov/event/116th-congress/senate-event/LC65540/text,116th,Senate,2019-03-14T04:00:00Z,"Senate Finance"
"S.Hrg. 116-321 — PRESIDENT'S FISCAL YEAR 2020 BUDGET",https://www.congress.gov/event/116th-congress/senate-event/LC65579/text,116th,Senate,2019-03-14T04:00:00Z,"Senate Finance"
"S.Hrg. 116-285 — APPROACHING 25: THE ROAD AHEAD FOR THE WORLD TRADE ORGANIZATION",https://www.congress.gov/event/116th-congress/senate-event/LC65483/text,116th,Senate,2019-03-12T04:00:00Z,"Senate Finance"
"S.Hrg. 116-282 — NOT FORGOTTEN: PROTECTING AMERICANS FROM ABUSE AND NEGLECT IN NURSING HOMES",https://www.congress.gov/event/116th-congress/senate-event/LC65484/text,116th,Senate,2019-03-06T05:00:00Z,"Senate Finance"
"S.Hrg. 116-39 — DRUG PRICING IN AMERICA: A PRESCRIPTION FOR CHANGE, PART II",https://www.congress.gov/event/116th-congress/senate-event/LC64029/text,116th,Senate,2019-02-26T05:00:00Z,"Senate Finance"
"S.Hrg. 116-267 — DRUG PRICING IN AMERICA: A PRESCRIPTION FOR CHANGE, PART I",https://www.congress.gov/event/116th-congress/senate-event/LC65345/text,116th,Senate,2019-01-29T05:00:00Z,"Senate Finance"
