Meeting Title,URL,Congress,Chamber,Meeting Date,Committee
"“Improving Access to Care: Legislation to Reauthorize Key Public Health Programs”",https://www.congress.gov/event/116th-congress/house-event/110949,116th,"House of Representatives",2020-07-29T14:00:00Z,"House Energy and Commerce"
"IMPROVING ACCESS TO CARE: LEGISLATION TO REAUTHORIZE KEY PUBLIC HEALTH PROGRAMS",https://www.congress.gov/event/116th-congress/house-event/LC73020/text,116th,"House of Representatives",2020-07-29T04:00:00Z,"House Energy and Commerce"
"""There's Something in the Water: Reforming Our Nation's Drinking Water Standards""
(Virtual Hearing)",https://www.congress.gov/event/116th-congress/house-event/110952,116th,"House of Representatives",2020-07-28T15:00:00Z,"House Energy and Commerce"
"THERE'S SOMETHING IN THE WATER: REFORMING OUR NATION'S DRINKING WATER STANDARDS",https://www.congress.gov/event/116th-congress/house-event/LC72967/text,116th,"House of Representatives",2020-07-28T04:00:00Z,"House Energy and Commerce"
"""Pathway to a Vaccine: Efforts to Develop a Safe, Effective and Accessible COVID-19 Vaccine""(Virtual Hearing)",https://www.congress.gov/event/116th-congress/house-event/110926,116th,"House of Representatives",2020-07-21T14:00:00Z,"House Energy and Commerce"
"PATHWAY TO A VACCINE: EFFORTS TO DEVELOP A SAFE, EFFECTIVE AND ACCESSIBLE COVID-19 VACCINE",https://www.congress.gov/event/116th-congress/house-event/LC72851/text,116th,"House of Representatives",2020-07-21T04:00:00Z,"House Energy and Commerce"
"30 bills pending before the Full Committee
(Virtual Markup)",https://www.congress.gov/event/116th-congress/house-event/110906,116th,"House of Representatives",2020-07-15T15:00:00Z,"House Energy and Commerce"
"""Oversight of DOE During the COVID-19 Pandemic"" (Hybrid Hearing)",https://www.congress.gov/event/116th-congress/house-event/110885,116th,"House of Representatives",2020-07-14T16:00:00Z,"House Energy and Commerce"
"OVERSIGHT OF DOE DURING THE COVID-19 PANDEMIC",https://www.congress.gov/event/116th-congress/house-event/LC72968/text,116th,"House of Representatives",2020-07-14T04:00:00Z,"House Energy and Commerce"
"""Consumers Beware: Increased Risks During the COVID-19 Pandemic""",https://www.congress.gov/event/116th-congress/house-event/110876,116th,"House of Representatives",2020-07-09T16:00:00Z,"House Energy and Commerce"
"CONSUMERS BEWARE: INCREASED RISKS DURING THE COVID-19 PANDEMIC",https://www.congress.gov/event/116th-congress/house-event/LC73040/text,116th,"House of Representatives",2020-07-09T04:00:00Z,"House Energy and Commerce"
"""Addressing the Urgent Needs of Our Tribal Communities""
Virtual Hearing",https://www.congress.gov/event/116th-congress/house-event/110874,116th,"House of Representatives",2020-07-08T15:00:00Z,"House Energy and Commerce"
"ADDRESSING THE URGENT NEEDS OF OUR TRIBAL COMMUNITIES",https://www.congress.gov/event/116th-congress/house-event/LC73017/text,116th,"House of Representatives",2020-07-08T04:00:00Z,"House Energy and Commerce"
"""High Anxiety and Stress: Legislation to Improve Mental Health During Crisis""
Virtual Legislative Hearing",https://www.congress.gov/event/116th-congress/house-event/110845,116th,"House of Representatives",2020-06-30T15:00:00Z,"House Energy and Commerce"
"HIGH ANXIETY AND STRESS: LEGISLATION TO IMPROVE MENTAL HEALTH DURING CRISIS",https://www.congress.gov/event/116th-congress/house-event/LC73274/text,116th,"House of Representatives",2020-06-30T04:00:00Z,"House Energy and Commerce"
"“A Country in Crisis: How Disinformation Online Is Dividing the Nation”",https://www.congress.gov/event/116th-congress/house-event/110832,116th,"House of Representatives",2020-06-24T15:30:00Z,"House Energy and Commerce"
"A COUNTRY IN CRISIS: HOW DISINFORMATION ONLINE IS DIVIDING THE NATION",https://www.congress.gov/event/116th-congress/house-event/LC72965/text,116th,"House of Representatives",2020-06-24T04:00:00Z,"House Energy and Commerce"
"""Oversight of the Trump Administration's Response to the COVID-19 Pandemic""
(Hybrid Hearing)",https://www.congress.gov/event/116th-congress/house-event/110829,116th,"House of Representatives",2020-06-23T15:00:00Z,"House Energy and Commerce"
"OVERSIGHT OF THE TRUMP ADMINISTRATION'S RESPONSE TO THE COVID-19 PANDEMIC",https://www.congress.gov/event/116th-congress/house-event/LC73028/text,116th,"House of Representatives",2020-06-23T04:00:00Z,"House Energy and Commerce"
"“Health Care Inequality: Confronting Racial and Ethnic Disparities in COVID-19 and the Health Care System”
(Virtual Hearing)",https://www.congress.gov/event/116th-congress/house-event/110812,116th,"House of Representatives",2020-06-17T15:30:00Z,"House Energy and Commerce"
"HEALTH CARE INEQUALITY: CONFRONTING RACIAL AND ETHNIC DISPARITIES IN COVID-19 AND THE HEALTH CARE SYSTEM",https://www.congress.gov/event/116th-congress/house-event/LC72918/text,116th,"House of Representatives",2020-06-17T04:00:00Z,"House Energy and Commerce"
"“Reviving our Economy: COVID-19’s Impact on the Energy Sector” 
(Virtual Hearing)",https://www.congress.gov/event/116th-congress/house-event/110797,116th,"House of Representatives",2020-06-16T16:00:00Z,"House Energy and Commerce"
"REVIVING OUR ECONOMY: COVID-19'S IMPACT ON THE ENERGY SECTOR",https://www.congress.gov/event/116th-congress/house-event/LC72966/text,116th,"House of Representatives",2020-06-16T04:00:00Z,"House Energy and Commerce"
"“Pollution and Pandemics: COVID-19’s Disproportionate Impact on Environmental Justice Communities”

(Virtual Hearing)",https://www.congress.gov/event/116th-congress/house-event/110773,116th,"House of Representatives",2020-06-09T16:00:00Z,"House Energy and Commerce"
"POLLUTION AND PANDEMICS: COVID-19'S DISPROPORTIONATE IMPACT ON ENVIRONMENTAL JUSTICE COMMUNITIES",https://www.congress.gov/event/116th-congress/house-event/LC67601/text,116th,"House of Representatives",2020-06-09T04:00:00Z,"House Energy and Commerce"
"""On the Front Lines: How Governors are Battling the COVID-19 Pandemic"" 

(Virtual Hearing)",https://www.congress.gov/event/116th-congress/house-event/110763,116th,"House of Representatives",2020-06-02T15:30:00Z,"House Energy and Commerce"
"ON THE FRONT LINE: HOW GOVERNORS ARE BATTLING THE COVID-19 PANDEMIC",https://www.congress.gov/event/116th-congress/house-event/LC67009/text,116th,"House of Representatives",2020-06-02T04:00:00Z,"House Energy and Commerce"
"“Protecting Scientific Integrity in the COVID-19 Response”",https://www.congress.gov/event/116th-congress/house-event/110749,116th,"House of Representatives",2020-05-14T14:00:00Z,"House Energy and Commerce"
"“Protecting Scientific Integrity in the COVID-19 Response”",https://www.congress.gov/event/116th-congress/house-event/110967,116th,"House of Representatives",2020-05-14T14:00:00Z,"House Energy and Commerce"
"HEARING ON PROTECTING SCIENTIFIC INTEGRITY IN THE COVID-19 RESPONSE",https://www.congress.gov/event/116th-congress/house-event/LC73014/text,116th,"House of Representatives",2020-05-14T04:00:00Z,"House Energy and Commerce"
"Legislation to Reauthorize the Chemical Facility Anti-Terrorism Standards (CFATS) Program and Phase Down the Production and Consumption of Hydrofluorocarbons (HFCs)",https://www.congress.gov/event/116th-congress/house-event/110732,116th,"House of Representatives",2020-03-12T13:00:00Z,"House Energy and Commerce"
"13 Health Bills",https://www.congress.gov/event/116th-congress/house-event/110731,116th,"House of Representatives",2020-03-11T14:00:00Z,"House Energy and Commerce"
"Eleven Bills in the Subcommittee on Communications and Technology relating to Public Safety, Media Diversity, and C-band.",https://www.congress.gov/event/116th-congress/house-event/110726,116th,"House of Representatives",2020-03-10T14:00:00Z,"House Energy and Commerce"
"""Reduce, Reuse, Recycle, Reform: Addressing America’s Plastic Waste Crisis""",https://www.congress.gov/event/116th-congress/house-event/110639,116th,"House of Representatives",2020-03-04T15:30:00Z,"House Energy and Commerce"
"""Buyer Beware: Fake and Unsafe Products on Online Marketplaces""",https://www.congress.gov/event/116th-congress/house-event/110634,116th,"House of Representatives",2020-03-04T15:00:00Z,"House Energy and Commerce"
"“Buyer Beware: Fake and Unsafe Products on Online Marketplaces”",https://www.congress.gov/event/116th-congress/house-event/110735,116th,"House of Representatives",2020-03-04T15:00:00Z,"House Energy and Commerce"
"BUYER BEWARE: FAKE AND UNSAFE PRODUCTS ON ONLINE MARKETPLACES",https://www.congress.gov/event/116th-congress/house-event/LC72559/text,116th,"House of Representatives",2020-03-04T05:00:00Z,"House Energy and Commerce"
"REDUCE, REUSE, RECYCLE, REFORM: ADDRESSING AMERICA'S PLASTIC WASTE CRISIS",https://www.congress.gov/event/116th-congress/house-event/LC72964/text,116th,"House of Representatives",2020-03-04T05:00:00Z,"House Energy and Commerce"
"Hearing on: ""Building a 100 Percent Clean Economy: Advanced Nuclear Technology's Role in a Decarbonized Future""",https://www.congress.gov/event/116th-congress/house-event/110640,116th,"House of Representatives",2020-03-03T15:30:00Z,"House Energy and Commerce"
"""Combating an Epidemic: Legislation to Help Patients with Substance Use Disorders""",https://www.congress.gov/event/116th-congress/house-event/110651,116th,"House of Representatives",2020-03-03T15:00:00Z,"House Energy and Commerce"
"BUILDING A 100 PERCENT CLEAN ECONOMY: ADVANCED NUCLEAR TECHNOLOGY'S ROLE IN A DECARBONIZED FUTURE",https://www.congress.gov/event/116th-congress/house-event/LC72847/text,116th,"House of Representatives",2020-03-03T05:00:00Z,"House Energy and Commerce"
"COMBATING AN EPIDEMIC: LEGISLATION TO HELP PATIENTS WITH SUBSTANCE USE DIS- SORDERS",https://www.congress.gov/event/116th-congress/house-event/LC72920/text,116th,"House of Representatives",2020-03-03T05:00:00Z,"House Energy and Commerce"
"""Strengthening Communications Networks to Help Americans in Crisis""",https://www.congress.gov/event/116th-congress/house-event/110641,116th,"House of Representatives",2020-02-27T15:30:00Z,"House Energy and Commerce"
"“The Fiscal Year 2021 Environmental Protection Agency Budget”",https://www.congress.gov/event/116th-congress/house-event/110595,116th,"House of Representatives",2020-02-27T15:00:00Z,"House Energy and Commerce"
"STRENGTHENING COMMUNICATIONS NETWORKS TO HELP AMERICANS IN CRISIS",https://www.congress.gov/event/116th-congress/house-event/LC70819/text,116th,"House of Representatives",2020-02-27T05:00:00Z,"House Energy and Commerce"
"THE FISCAL YEAR 2021 ENVIRONMENTAL PROTECTION AGENCY BUDGET",https://www.congress.gov/event/116th-congress/house-event/LC72848/text,116th,"House of Representatives",2020-02-27T05:00:00Z,"House Energy and Commerce"
"The Fiscal Year 2021 HHS Budget and Oversight of the Coronavirus Outbreak",https://www.congress.gov/event/116th-congress/house-event/110589,116th,"House of Representatives",2020-02-26T18:00:00Z,"House Energy and Commerce"
"In the Dark: Lack of Transparency in the Live Event Ticketing Industry",https://www.congress.gov/event/116th-congress/house-event/110588,116th,"House of Representatives",2020-02-26T15:00:00Z,"House Energy and Commerce"
"IN THE DARK: LACK OF TRANSPARENCY IN THE LIVE EVENT TICKETING INDUSTRY",https://www.congress.gov/event/116th-congress/house-event/LC72560/text,116th,"House of Representatives",2020-02-26T05:00:00Z,"House Energy and Commerce"
"THE FISCAL YEAR 2021 HEALTH AND HUMAN SERVICES BUDGET AND OVERSIGHT OF THE CORONAVIRUS OUTBREAK",https://www.congress.gov/event/116th-congress/house-event/LC70916/text,116th,"House of Representatives",2020-02-26T05:00:00Z,"House Energy and Commerce"
"Hearing on: ""Saving Energy: Legislation to Improve Energy Efficiency and Storage""",https://www.congress.gov/event/116th-congress/house-event/110516,116th,"House of Representatives",2020-02-12T15:30:00Z,"House Energy and Commerce"
"""Protecting Women's Access to Reproductive Health Care""",https://www.congress.gov/event/116th-congress/house-event/110504,116th,"House of Representatives",2020-02-12T15:00:00Z,"House Energy and Commerce"
"SAVING ENERGY: LEGISLATION TO IMPROVE ENERGY EFFICIENCY AND STORAGE",https://www.congress.gov/event/116th-congress/house-event/LC72846/text,116th,"House of Representatives",2020-02-12T05:00:00Z,"House Energy and Commerce"
"""EPA’s Lead and Copper Proposal: Failing to Protect Public Health""",https://www.congress.gov/event/116th-congress/house-event/110501,116th,"House of Representatives",2020-02-11T15:30:00Z,"House Energy and Commerce"
"""Autonomous Vehicles: Promises and Challenges of Evolving Automotive Technologies""",https://www.congress.gov/event/116th-congress/house-event/110513,116th,"House of Representatives",2020-02-11T15:00:00Z,"House Energy and Commerce"
"AUTONOMOUS VEHICLES: PROMISES AND CHALLENGES OF EVOLVING AUTOMOTIVE TECHNOLOGIES",https://www.congress.gov/event/116th-congress/house-event/LC72558/text,116th,"House of Representatives",2020-02-11T05:00:00Z,"House Energy and Commerce"
"EPA'S LEAD AND COPPER PROPOSAL: FALLING SHORT OF PROTECTING PUBLIC HEALTH",https://www.congress.gov/event/116th-congress/house-event/LC72857/text,116th,"House of Representatives",2020-02-11T05:00:00Z,"House Energy and Commerce"
"""Clearing the Air: Legislation to Promote Carbon Capture, Utilization, and Storage""",https://www.congress.gov/event/116th-congress/house-event/110482,116th,"House of Representatives",2020-02-06T15:00:00Z,"House Energy and Commerce"
"CLEARING THE AIR: LEGISLATION TO PROMOTE CARBON CAPTURE, UTILIZATION, AND STORAGE",https://www.congress.gov/event/116th-congress/house-event/LC72855/text,116th,"House of Representatives",2020-02-06T05:00:00Z,"House Energy and Commerce"
"Vaping in America: E-Cigarette Manufacturers’ Impact on Public Health",https://www.congress.gov/event/116th-congress/house-event/110462,116th,"House of Representatives",2020-02-05T15:30:00Z,"House Energy and Commerce"
"Hearing on ""Modernizing the Natural Gas Act to Ensure it Works for Everyone""",https://www.congress.gov/event/116th-congress/house-event/110468,116th,"House of Representatives",2020-02-05T15:00:00Z,"House Energy and Commerce"
"HEARING ON ""MODERNIZING THE NATURAL GAS ACT TO ENSURE IT WORKS FOR EVERYONE""",https://www.congress.gov/event/116th-congress/house-event/LC72856/text,116th,"House of Representatives",2020-02-05T05:00:00Z,"House Energy and Commerce"
"VAPING IN AMERICA: E-CIGARETTE MANUFACTURERS' IMPACT ON PUBLIC HEALTH",https://www.congress.gov/event/116th-congress/house-event/LC72557/text,116th,"House of Representatives",2020-02-05T05:00:00Z,"House Energy and Commerce"
"""Empowering and Connecting Communities through Digital Equity and Internet Adoption""",https://www.congress.gov/event/116th-congress/house-event/110416,116th,"House of Representatives",2020-01-29T15:30:00Z,"House Energy and Commerce"
"“Improving Safety and Transparency in America’s Food and Drugs”",https://www.congress.gov/event/116th-congress/house-event/110423,116th,"House of Representatives",2020-01-29T15:00:00Z,"House Energy and Commerce"
"EMPOWERING AND CONNECTING COMMUNITIES THROUGH DIGITAL EQUITY AND INTERNET ADOPTION",https://www.congress.gov/event/116th-congress/house-event/LC72994/text,116th,"House of Representatives",2020-01-29T05:00:00Z,"House Energy and Commerce"
"IMPROVING SAFETY AND TRANSPARENCY IN AMERICA'S FOOD AND DRUGS",https://www.congress.gov/event/116th-congress/house-event/LC72915/text,116th,"House of Representatives",2020-01-29T05:00:00Z,"House Energy and Commerce"
"“Legislation to Promote the Health and Safety of Racehorses”",https://www.congress.gov/event/116th-congress/house-event/110418,116th,"House of Representatives",2020-01-28T15:30:00Z,"House Energy and Commerce"
"Out of Control: The Impact of Wildfires on our Power Sector and the Environment",https://www.congress.gov/event/116th-congress/house-event/110406,116th,"House of Representatives",2020-01-28T15:00:00Z,"House Energy and Commerce"
"LEGISLATION TO PROMOTE THE HEALTH AND SAFETY OF RACEHORSES",https://www.congress.gov/event/116th-congress/house-event/LC69391/text,116th,"House of Representatives",2020-01-28T05:00:00Z,"House Energy and Commerce"
"OUT OF CONTROL: THE IMPACT OF WILDFIRES ON OUR POWER SECTOR AND THE ENVIRONMENT",https://www.congress.gov/event/116th-congress/house-event/LC69926/text,116th,"House of Representatives",2020-01-28T05:00:00Z,"House Energy and Commerce"
"""Lifting Voices: Legislation to Promote Media Marketplace Diversity""",https://www.congress.gov/event/116th-congress/house-event/110373,116th,"House of Representatives",2020-01-15T15:30:00Z,"House Energy and Commerce"
"""Cannabis Policies for the New Decade""",https://www.congress.gov/event/116th-congress/house-event/110381,116th,"House of Representatives",2020-01-15T15:00:00Z,"House Energy and Commerce"
"CANNABIS POLICIES FOR THE NEW DECADE",https://www.congress.gov/event/116th-congress/house-event/LC69110/text,116th,"House of Representatives",2020-01-15T05:00:00Z,"House Energy and Commerce"
"“Promoting American Innovation and Jobs: Legislation to Phase Down the Use of Hydrofluorocarbons”",https://www.congress.gov/event/116th-congress/house-event/110388,116th,"House of Representatives",2020-01-14T15:30:00Z,"House Energy and Commerce"
"A Public Health Emergency:  State Efforts to Curb the Opioid Crisis",https://www.congress.gov/event/116th-congress/house-event/110367,116th,"House of Representatives",2020-01-14T15:00:00Z,"House Energy and Commerce"
"A PUBLIC HEALTH EMERGENCY: STATE EFFORTS TO CURB THE OPIOID CRISIS",https://www.congress.gov/event/116th-congress/house-event/LC69116/text,116th,"House of Representatives",2020-01-14T05:00:00Z,"House Energy and Commerce"
"PROMOTING AMERICAN INNOVATION AND JOBS: LEGISLATION TO PHASE DOWN HYDROFLUOROCARBONS",https://www.congress.gov/event/116th-congress/house-event/LC68818/text,116th,"House of Representatives",2020-01-14T05:00:00Z,"House Energy and Commerce"
"Subcommittee Markup of 9 Energy bills",https://www.congress.gov/event/116th-congress/house-event/110371,116th,"House of Representatives",2020-01-09T15:00:00Z,"House Energy and Commerce"
"“Americans at Risk: Manipulation and Deception in the Digital Age”",https://www.congress.gov/event/116th-congress/house-event/110351,116th,"House of Representatives",2020-01-08T15:30:00Z,"House Energy and Commerce"
"""Legislation to Improve Americans' Health Care Coverage and Outcomes""",https://www.congress.gov/event/116th-congress/house-event/110355,116th,"House of Representatives",2020-01-08T15:00:00Z,"House Energy and Commerce"
"AMERICANS AT RISK: MANIPULATION AND DECEPTION IN THE DIGITAL AGE",https://www.congress.gov/event/116th-congress/house-event/LC67008/text,116th,"House of Representatives",2020-01-08T05:00:00Z,"House Energy and Commerce"
"LEGISLATION TO IMPROVE AMERICANS' HEALTHCARE COVERAGE AND OUTCOMES",https://www.congress.gov/event/116th-congress/house-event/LC68016/text,116th,"House of Representatives",2020-01-08T05:00:00Z,"House Energy and Commerce"
"Proposals to Achieve Universal Health Care Coverage",https://www.congress.gov/event/116th-congress/house-event/110313,116th,"House of Representatives",2019-12-10T15:30:00Z,"House Energy and Commerce"
"Securing the U.S. Drug Supply Chain: Oversight of FDA’s Foreign Inspection Program",https://www.congress.gov/event/116th-congress/house-event/110317,116th,"House of Representatives",2019-12-10T15:00:00Z,"House Energy and Commerce"
"SECURING THE U.S. DRUG SUPPLY CHAIN: OVERSIGHT OF FDA'S FOREIGN INSPECTION PROGRAM",https://www.congress.gov/event/116th-congress/house-event/LC66755/text,116th,"House of Representatives",2019-12-10T05:00:00Z,"House Energy and Commerce"
"“Building a 100 Percent Clean Economy: Solutions for Economy-Wide Deep Decarbonization”",https://www.congress.gov/event/116th-congress/house-event/110295,116th,"House of Representatives",2019-12-05T15:30:00Z,"House Energy and Commerce"
"""Accountability and Oversight of the Federal Communications Commission""",https://www.congress.gov/event/116th-congress/house-event/110284,116th,"House of Representatives",2019-12-05T15:00:00Z,"House Energy and Commerce"
"ACCOUNTABILITY AND OVERSIGHT OF THE FEDERAL COMMUNICATIONS COMMISSION",https://www.congress.gov/event/116th-congress/house-event/LC68008/text,116th,"House of Representatives",2019-12-05T05:00:00Z,"House Energy and Commerce"
"BUILDING A 100 PERCENT CLEAN ECONOMY: SOLUTIONS FOR ECONOMY-WIDE DEEP DECARBONIZATION",https://www.congress.gov/event/116th-congress/house-event/LC67594/text,116th,"House of Representatives",2019-12-05T05:00:00Z,"House Energy and Commerce"
"Flu Season: U.S. Public Health Preparedness and Response",https://www.congress.gov/event/116th-congress/house-event/110278,116th,"House of Representatives",2019-12-04T15:30:00Z,"House Energy and Commerce"
"""Building Consumer Confidence by Empowering FDA to Improve Cosmetic Safety""",https://www.congress.gov/event/116th-congress/house-event/110300,116th,"House of Representatives",2019-12-04T15:00:00Z,"House Energy and Commerce"
"BUILDING CONSUMER CONFIDENCE BY EMPOWERING FDA TO IMPROVE COSMETIC SAFETY",https://www.congress.gov/event/116th-congress/house-event/LC69127/text,116th,"House of Representatives",2019-12-04T05:00:00Z,"House Energy and Commerce"
"FLU SEASON: U.S. PUBLIC HEALTH PREPAREDNESS AND RESPONSE",https://www.congress.gov/event/116th-congress/house-event/LC66055/text,116th,"House of Representatives",2019-12-04T05:00:00Z,"House Energy and Commerce"
"""Building a 100 Percent Clean Economy: The Challenges Facing Frontline Communities""",https://www.congress.gov/event/116th-congress/house-event/110247,116th,"House of Representatives",2019-11-20T15:00:00Z,"House Energy and Commerce"
"BUILDING A 100 PERCENT CLEAN ECONOMY: THE CHALLENGES FACING FRONTLINE COMMUNITIES",https://www.congress.gov/event/116th-congress/house-event/LC68827/text,116th,"House of Representatives",2019-11-20T05:00:00Z,"House Energy and Commerce"
"19 bills pending before the full Committee, as approved by one of its five Legislative Subcommittees",https://www.congress.gov/event/116th-congress/house-event/110257,116th,"House of Representatives",2019-11-19T15:00:00Z,"House Energy and Commerce"
"9 Bills on Telecommunications and Technology Legislation",https://www.congress.gov/event/116th-congress/house-event/110229,116th,"House of Representatives",2019-11-14T16:30:00Z,"House Energy and Commerce"
"H.R. 3851, the ""Travel Promotion, Enhancement, and Modernization Act of 2019"" and H.R. 4779, to extend the US SAFEWEB Act of 2006, and for other purposes. and",https://www.congress.gov/event/116th-congress/house-event/110227,116th,"House of Representatives",2019-11-14T14:30:00Z,"House Energy and Commerce"
"Legislation on Reducing the Youth Tobacco Epidemic (H.R. 2339) and Improving Maternal Health Quality and Services (H.R. 4995 and H.R. 4996), and H.R. 2387, to clarify process for FDA to deny certain petitions aimed at delaying approval of generic drugs.",https://www.congress.gov/event/116th-congress/house-event/110214,116th,"House of Representatives",2019-11-13T15:00:00Z,"House Energy and Commerce"
"Building a 100 Percent Clean Economy: Solutions for the U.S. Power Sector",https://www.congress.gov/event/116th-congress/house-event/110174,116th,"House of Representatives",2019-10-30T14:30:00Z,"House Energy and Commerce"
"Safeguarding Pharmaceutical Supply Chains in a Global Economy",https://www.congress.gov/event/116th-congress/house-event/110718,116th,"House of Representatives",2019-10-30T14:00:00Z,"House Energy and Commerce"
"BUILDING A 100 PERCENT CLEAN ECONOMY: SOLUTIONS FOR THE U.S. POWER SECTOR",https://www.congress.gov/event/116th-congress/house-event/LC67040/text,116th,"House of Representatives",2019-10-30T04:00:00Z,"House Energy and Commerce"
"SAFEGUARDING PHARMACEUTICAL SUPPLY CHAINS IN A GLOBAL ECONOMY",https://www.congress.gov/event/116th-congress/house-event/LC68968/text,116th,"House of Representatives",2019-10-30T04:00:00Z,"House Energy and Commerce"
"""Reauthorizing Brand USA and the U.S. SAFE WEB Act""",https://www.congress.gov/event/116th-congress/house-event/110153,116th,"House of Representatives",2019-10-29T17:30:00Z,"House Energy and Commerce"
"“Protecting the RFS: The Trump Administration’s Abuse of Secret Waivers""",https://www.congress.gov/event/116th-congress/house-event/110175,116th,"House of Representatives",2019-10-29T14:30:00Z,"House Energy and Commerce"
"""Repurposing the C-Band to Benefit All Americans""",https://www.congress.gov/event/116th-congress/house-event/110155,116th,"House of Representatives",2019-10-29T14:00:00Z,"House Energy and Commerce"
"PROTECTING THE RFS: THE TRUMP ADMINISTRATION'S ABUSE OF SECRET WAIVERS",https://www.congress.gov/event/116th-congress/house-event/LC67570/text,116th,"House of Representatives",2019-10-29T04:00:00Z,"House Energy and Commerce"
"REAUTHORIZING BRAND USA AND THE U.S. SAFE WEB ACT",https://www.congress.gov/event/116th-congress/house-event/LC66019/text,116th,"House of Representatives",2019-10-29T04:00:00Z,"House Energy and Commerce"
"REPURPOSING THE C-BAND TO BENEFIT ALL AMERICANS",https://www.congress.gov/event/116th-congress/house-event/LC67428/text,116th,"House of Representatives",2019-10-29T04:00:00Z,"House Energy and Commerce"
"""Building a 100 Percent Clean Economy: Solutions for Planes, Trains and Everything Beyond Automobiles""",https://www.congress.gov/event/116th-congress/house-event/110124,116th,"House of Representatives",2019-10-23T14:30:00Z,"House Energy and Commerce"
"Sabotage: The Trump Administration’s Attack on Health Care",https://www.congress.gov/event/116th-congress/house-event/110123,116th,"House of Representatives",2019-10-23T14:00:00Z,"House Energy and Commerce"
"BUILDING A 100 PERCENT CLEAN ECONOMY: SOLUTIONS FOR PLANES, TRAINS, AND EVERYTHING BEYOND AUTOMOBILES",https://www.congress.gov/event/116th-congress/house-event/LC67622/text,116th,"House of Representatives",2019-10-23T04:00:00Z,"House Energy and Commerce"
"SABOTAGE: THE TRUMP ADMINISTRATION'S ATTACK ON HEALTHCARE",https://www.congress.gov/event/116th-congress/house-event/LC65974/text,116th,"House of Representatives",2019-10-23T04:00:00Z,"House Energy and Commerce"
"the following Health Bills on Medicare: H.R. 3, H.R. 4665, H.R. 4671, H.R. 4618, and H.R. 4650",https://www.congress.gov/event/116th-congress/house-event/110114,116th,"House of Representatives",2019-10-17T14:00:00Z,"House Energy and Commerce"
"""Legislation to Reverse the Youth Tobacco Epidemic""",https://www.congress.gov/event/116th-congress/house-event/110091,116th,"House of Representatives",2019-10-16T14:30:00Z,"House Energy and Commerce"
"""Fostering a Healthier Internet to Protect Consumers""",https://www.congress.gov/event/116th-congress/house-event/110075,116th,"House of Representatives",2019-10-16T14:00:00Z,"House Energy and Commerce"
"FOSTERING A HEALTHIER INTERNET TO PROTECT CONSUMERS",https://www.congress.gov/event/116th-congress/house-event/LC67445/text,116th,"House of Representatives",2019-10-16T04:00:00Z,"House Energy and Commerce"
"LEGISLATION TO REVERSE THE YOUTH TOBACCO EPIDEMIC",https://www.congress.gov/event/116th-congress/house-event/LC68965/text,116th,"House of Representatives",2019-10-16T04:00:00Z,"House Energy and Commerce"
"“A Public Health Crisis: The Gun Violence Epidemic in America.”",https://www.congress.gov/event/116th-congress/house-event/110968,116th,"House of Representatives",2019-10-03T13:30:00Z,"House Energy and Commerce"
"A PUBLIC HEALTH CRISIS: THE GUN VIOLENCE EPIDEMIC IN AMERICA",https://www.congress.gov/event/116th-congress/house-event/LC69101/text,116th,"House of Representatives",2019-10-03T04:00:00Z,"House Energy and Commerce"
"""Legislating to Secure America’s Wireless Future""",https://www.congress.gov/event/116th-congress/house-event/109991,116th,"House of Representatives",2019-09-27T13:30:00Z,"House Energy and Commerce"
"LEGISLATING TO SECURE AMERICA'S WIRELESS FUTURE",https://www.congress.gov/event/116th-congress/house-event/LC68255/text,116th,"House of Representatives",2019-09-27T04:00:00Z,"House Energy and Commerce"
"Pending Legislation before the Subcommittee (15 bills)",https://www.congress.gov/event/116th-congress/house-event/110047,116th,"House of Representatives",2019-09-26T14:00:00Z,"House Energy and Commerce"
"""Making Prescription Drugs More Affordable: Legislation to Negotiate a Better Deal for Americans""",https://www.congress.gov/event/116th-congress/house-event/110024,116th,"House of Representatives",2019-09-25T14:30:00Z,"House Energy and Commerce"
"Sounding the Alarm: The Public Health Threats of E-Cigarettes",https://www.congress.gov/event/116th-congress/house-event/110008,116th,"House of Representatives",2019-09-25T14:00:00Z,"House Energy and Commerce"
"ADDENDUM 1 TO HEARING ERRATA: SOUNDING THE ALARM: THE PUBLIC HEALTH THREATS OF E-CIGARETTES",https://www.congress.gov/event/116th-congress/house-event/LC69440/text,116th,"House of Representatives",2019-09-25T04:00:00Z,"House Energy and Commerce"
"MAKING PRESCRIPTION DRUGS MORE AFFORDABLE: LEGISLATION TO NEGOTIATE A BETTER DEAL FOR AMERICANS",https://www.congress.gov/event/116th-congress/house-event/LC69121/text,116th,"House of Representatives",2019-09-25T04:00:00Z,"House Energy and Commerce"
"SOUNDING THE ALARM: THE PUBLIC HEALTH THREATS OF E CIGARETTES",https://www.congress.gov/event/116th-congress/house-event/LC69106/text,116th,"House of Representatives",2019-09-25T04:00:00Z,"House Energy and Commerce"
"""Building a 100 Percent Clean Economy: Solutions for the U.S. Building Sector""",https://www.congress.gov/event/116th-congress/house-event/109973,116th,"House of Representatives",2019-09-20T13:00:00Z,"House Energy and Commerce"
