Meeting Title,URL,Congress,Chamber,Meeting Date,Committee
"Hybrid Hearing on “Lessons Learned:  The Federal Reserve’s Response to the	Coronavirus Pandemic”",https://www.congress.gov/event/117th-congress/house-event/112798,117th,"House of Representatives",2021-06-22T18:00:00Z,"House Oversight and Reform"
"LESSONS LEARNED: THE FEDERAL RESERVE'S RESPONSE TO THE CORONAVIRUS PANDEMIC",https://www.congress.gov/event/117th-congress/house-event/LC67052/text,117th,"House of Representatives",2021-06-22T04:00:00Z,"House Oversight and Reform"
"“Jumpstarting Main Street: Bringing Jobs & Wealth Back to Forgotten America”",https://www.congress.gov/event/117th-congress/house-event/112780,117th,"House of Representatives",2021-06-16T17:00:00Z,"House Oversight and Reform"
"“The Capitol Insurrection:  Unexplained Delays and Unanswered Questions (Part II)”",https://www.congress.gov/event/117th-congress/house-event/112771,117th,"House of Representatives",2021-06-15T18:00:00Z,"House Oversight and Reform"
"“The SACKLER Act and Other Policies to Promote Accountability for the Sackler Family’s Role in the Opioid Epidemic”",https://www.congress.gov/event/117th-congress/house-event/112729,117th,"House of Representatives",2021-06-08T16:00:00Z,"House Oversight and Reform"
"THE SACKLER ACT AND OTHER POLICIES TO PROMOTE ACCOUNTABILITY FOR THE SACKLER FAMILY'S ROLE IN THE OPIOID EPIDEMIC",https://www.congress.gov/event/117th-congress/house-event/LC67559/text,117th,"House of Representatives",2021-06-08T04:00:00Z,"House Oversight and Reform"
"“Sleeping Danger:  The Rock ‘n Play and Failures in Infant Product Safety”",https://www.congress.gov/event/117th-congress/house-event/112721,117th,"House of Representatives",2021-06-07T15:00:00Z,"House Oversight and Reform"
"SLEEPING DANGER: THE ROCK `N PLAY AND FAILURES IN INFANT PRODUCT SAFETY",https://www.congress.gov/event/117th-congress/house-event/LC66772/text,117th,"House of Representatives",2021-06-07T04:00:00Z,"House Oversight and Reform"
"“Confronting Violent White Supremacy (Part V):  Examining the Rise of Militia Extremism”",https://www.congress.gov/event/117th-congress/house-event/112697,117th,"House of Representatives",2021-05-26T18:00:00Z,"House Oversight and Reform"
"CONFRONTING VIOLENT WHITE SUPREMACY (PART V): EXAMINING THE RISE OF MILITIA EXTREMISM",https://www.congress.gov/event/117th-congress/house-event/LC66771/text,117th,"House of Representatives",2021-05-26T04:00:00Z,"House Oversight and Reform"
"The Committee will consider the following:

1.	H.R. 2662, the IG Independence and Empowerment Act;

2.	H.R. 302, the Preventing a Patronage System Act;
 
3.	H.R. 2617, the Performance Enhancement Reform Act; 

4.	H.R. 3327, the No CORRUPTION Act;
 
5.	H.R. 1297, the Air America Act; 
 
6.	H.R. ____, the Gold Star Children Act; and

7.	Postal naming measures.",https://www.congress.gov/event/117th-congress/house-event/112706,117th,"House of Representatives",2021-05-25T18:00:00Z,"House Oversight and Reform"
"“Examining Next Steps for U.S. Engagement in Afghanistan”",https://www.congress.gov/event/117th-congress/house-event/112662,117th,"House of Representatives",2021-05-20T13:00:00Z,"House Oversight and Reform"
"EXAMINING NEXT STEPS FOR. U.S. ENGAGEMENT IN AFGHANISTAN",https://www.congress.gov/event/117th-congress/house-event/LC66685/text,117th,"House of Representatives",2021-05-20T04:00:00Z,"House Oversight and Reform"
"Hybrid Hearing on “Examining Emergent BioSolutions’ Failure to Protect Public Health and Public Funds”",https://www.congress.gov/event/117th-congress/house-event/112641,117th,"House of Representatives",2021-05-19T14:30:00Z,"House Oversight and Reform"
"EXAMINING EMERGENT BIOSOLUTIONS' FAILURE TO PROTECT PUBLIC HEALTH AND PUBLIC FUNDS",https://www.congress.gov/event/117th-congress/house-event/LC66770/text,117th,"House of Representatives",2021-05-19T04:00:00Z,"House Oversight and Reform"
"on ""Unsustainable Drug Prices (Part III):  Testimony from AbbVie CEO Richard Gonzalez”",https://www.congress.gov/event/117th-congress/house-event/112631,117th,"House of Representatives",2021-05-18T14:00:00Z,"House Oversight and Reform"
"The Committee will consider the following: 

1.H.R. 3076, the Postal Service Reform Act.

2.	H.R. 3077, the Postal Service Improvement Act.

3.	H.R. 1930, the Federal Advisory Committee Transparency Act.

4.	H.R. 2485, the Access to Congressionally Mandated Reports Act.

5.	H.R. 2681, the Integrity Committee Transparency Act.

6.	H.R. 978, the Chai Suthammanont Remembrance Act.

7.	Several postal naming measures.",https://www.congress.gov/event/117th-congress/house-event/112627,117th,"House of Representatives",2021-05-13T14:00:00Z,"House Oversight and Reform"
"“The Capitol Insurrection: Unexplained Delays and Unanswered Questions”",https://www.congress.gov/event/117th-congress/house-event/112524,117th,"House of Representatives",2021-05-12T14:00:00Z,"House Oversight and Reform"
"THE CAPITOL INSURRECTION: UNEXPLAINED DELAYS AND UNANSWERED QUESTIONS",https://www.congress.gov/event/117th-congress/house-event/LC66768/text,117th,"House of Representatives",2021-05-12T04:00:00Z,"House Oversight and Reform"
"“Birthing While Black: Examining America’s Black Maternal Health Crisis”",https://www.congress.gov/event/117th-congress/house-event/112580,117th,"House of Representatives",2021-05-06T15:00:00Z,"House Oversight and Reform"
"“Pipelines Over People (Part II):  Midship Pipeline’s Disregard for Landowners in Its Pathway”",https://www.congress.gov/event/117th-congress/house-event/112570,117th,"House of Representatives",2021-05-05T14:00:00Z,"House Oversight and Reform"
"PIPELINES OVER PEOPLE (PART II): MIDSHIP PIPELINE'S DISREGARD FOR LANDOWNERS IN ITS PATHWAY",https://www.congress.gov/event/117th-congress/house-event/LC66635/text,117th,"House of Representatives",2021-05-05T04:00:00Z,"House Oversight and Reform"
"“The Urgent Need to Reform the Organ Transplantation System to Secure More Organs for Waiting, Ailing, and Dying Patients”",https://www.congress.gov/event/117th-congress/house-event/112556,117th,"House of Representatives",2021-05-04T15:00:00Z,"House Oversight and Reform"
"THE URGENT NEED TO REFORM THE ORGAN TRANSPLANTATION SYSTEM TO SECURE MORE ORGANS FOR WAITING, AILING, AND DYING PATIENTS",https://www.congress.gov/event/117th-congress/house-event/LC66662/text,117th,"House of Representatives",2021-05-04T04:00:00Z,"House Oversight and Reform"
"“Improving Government Accountability and Transparency”",https://www.congress.gov/event/117th-congress/house-event/112523,117th,"House of Representatives",2021-05-03T15:00:00Z,"House Oversight and Reform"
"on “The Role of Fossil Fuel Subsidies in Preventing Action on the Climate Crisis”",https://www.congress.gov/event/117th-congress/house-event/112485,117th,"House of Representatives",2021-04-22T14:00:00Z,"House Oversight and Reform"
"THE ROLE OF FOSSIL FUEL SUBSIDIES IN PREVENTING ACTION ON THE CLIMATE CRISIS",https://www.congress.gov/event/117th-congress/house-event/LC66072/text,117th,"House of Representatives",2021-04-22T04:00:00Z,"House Oversight and Reform"
"“Restoring Independence: Rebuilding the Federal Offices of Inspectors General”",https://www.congress.gov/event/117th-congress/house-event/112461,117th,"House of Representatives",2021-04-20T13:30:00Z,"House Oversight and Reform"
"Agency compliance with the Federal Information Technology Acquisition Reform Act (FITARA)",https://www.congress.gov/event/117th-congress/house-event/111455,117th,"House of Representatives",2021-04-16T13:00:00Z,"House Oversight and Reform"
"Hybrid Hearing on “Reaching the Light at the End of the Tunnel:  
A Science-Driven Approach to Swiftly and Safely Ending the Pandemic”",https://www.congress.gov/event/117th-congress/house-event/111426,117th,"House of Representatives",2021-04-15T14:30:00Z,"House Oversight and Reform"
"REACHING THE LIGHT AT THE END OF THE TUNNEL: A SCIENCE-DRIVEN APPROACH TO SWIFTLY AND SAFELY ENDING THE PANDEMIC",https://www.congress.gov/event/117th-congress/house-event/LC66066/text,117th,"House of Representatives",2021-04-15T04:00:00Z,"House Oversight and Reform"
"The Committee will consider the following: 
1.  H.R. 51, DC Admissions Act; and 
2.  Several postal naming measures.",https://www.congress.gov/event/117th-congress/house-event/111452,117th,"House of Representatives",2021-04-14T14:00:00Z,"House Oversight and Reform"
"Remote Hearing on “Rooting Out Fraud in Small Business Relief Programs”",https://www.congress.gov/event/117th-congress/house-event/111408,117th,"House of Representatives",2021-03-25T16:00:00Z,"House Oversight and Reform"
"ROOTING OUT FRAUD IN SMALL-BUSINESS RELIEF PROGRAMS",https://www.congress.gov/event/117th-congress/house-event/LC66078/text,117th,"House of Representatives",2021-03-25T04:00:00Z,"House Oversight and Reform"
"“Honoring ‘Equal Pay Day’:  Examining the Long-Term Economic Impacts of Gender Inequality”",https://www.congress.gov/event/117th-congress/house-event/111392,117th,"House of Representatives",2021-03-24T13:30:00Z,"House Oversight and Reform"
"“H.R. 51:  Making D.C. the 51st State”",https://www.congress.gov/event/117th-congress/house-event/111360,117th,"House of Representatives",2021-03-22T15:00:00Z,"House Oversight and Reform"
"Remote Hearing on ""From Rescue to Recovery:  Building a Thriving and Inclusive Post-Pandemic Economy""",https://www.congress.gov/event/117th-congress/house-event/111339,117th,"House of Representatives",2021-03-17T15:00:00Z,"House Oversight and Reform"
"FROM RESCUE TO RECOVERY: BUILDING A THRIVING AND INCLUSIVE POST- PANDEMIC ECONOMY",https://www.congress.gov/event/117th-congress/house-event/LC66011/text,117th,"House of Representatives",2021-03-17T04:00:00Z,"House Oversight and Reform"
"“The Special Inspector General for Afghanistan Reconstruction’s 2021 High-Risk List”",https://www.congress.gov/event/117th-congress/house-event/111331,117th,"House of Representatives",2021-03-16T15:00:00Z,"House Oversight and Reform"
"on “The 2021 GAO High-Risk List:  Blueprint for a Safer, Stronger, More Effective America”",https://www.congress.gov/event/117th-congress/house-event/111254,117th,"House of Representatives",2021-03-02T15:30:00Z,"House Oversight and Reform"
"THE 2021 GAO HIGH-RISK LIST: BLUEPRINT FOR A SAFER, STRONGER, MORE EFFECTIVE AMERICA",https://www.congress.gov/event/117th-congress/house-event/LC66009/text,117th,"House of Representatives",2021-03-02T05:00:00Z,"House Oversight and Reform"
"“Weathering the Storm:  The Role of Private Tech in the SolarWinds Breach and Ongoing Campaign”",https://www.congress.gov/event/117th-congress/house-event/111251,117th,"House of Representatives",2021-02-26T14:00:00Z,"House Oversight and Reform"
"WEATHERING THE STORM: THE ROLE OF PRIVATE TECH IN THE SOLARWINDS BREACH AND ONGOING CAMPAIGN",https://www.congress.gov/event/117th-congress/joint-event/LC73917/text,117th,Joint,2021-02-26T05:00:00Z,"House Oversight and Reform, House Homeland Security"
"“Legislative Proposals to Put the Postal Service on Sustainable Financial Footing”",https://www.congress.gov/event/117th-congress/house-event/111238,117th,"House of Representatives",2021-02-24T15:00:00Z,"House Oversight and Reform"
"""Revitalizing the Federal Workforce""",https://www.congress.gov/event/117th-congress/house-event/111221,117th,"House of Representatives",2021-02-23T16:00:00Z,"House Oversight and Reform"
"A Pathway for Peace in Afghanistan: Examining the Findings and Recommendations of the Afghanistan Study Group",https://www.congress.gov/event/117th-congress/house-event/111209,117th,"House of Representatives",2021-02-19T15:30:00Z,"House Oversight and Reform"
"A PATHWAY FOR PEACE IN AFGHANISTAN: EXAMINING THE FINDINGS AND RECOMMENDATIONS OF THE AFGHANISTAN STUDY GROUP",https://www.congress.gov/event/117th-congress/house-event/LC65958/text,117th,"House of Representatives",2021-02-19T05:00:00Z,"House Oversight and Reform"
"1.  Committee Print providing for reconciliation pursuant to S. Con. Res. 5;

a.  ANS to Committee Print, offered by Ms. Maloney of NY; and 

2.  Several postal naming measures.",https://www.congress.gov/event/117th-congress/house-event/111197,117th,"House of Representatives",2021-02-12T17:00:00Z,"House Oversight and Reform"
"“Accountability and Lessons Learned from the Trump Administration’s Child Separation Policy”",https://www.congress.gov/event/117th-congress/house-event/111138,117th,"House of Representatives",2021-02-04T15:00:00Z,"House Oversight and Reform"
"Organizational Meeting",https://www.congress.gov/event/117th-congress/house-event/111133,117th,"House of Representatives",2021-02-01T19:00:00Z,"House Oversight and Reform"
"“The Role of Purdue Pharma and the Sackler Family in the Opioid Epidemic”",https://www.congress.gov/event/116th-congress/house-event/111120,116th,"House of Representatives",2020-12-17T14:00:00Z,"House Oversight and Reform"
"THE ROLE OF PURDUE PHARMA AND THE SACKLER FAMILY IN THE OPIOID EPIDEMIC",https://www.congress.gov/event/116th-congress/house-event/LC65831/text,116th,"House of Representatives",2020-12-17T05:00:00Z,"House Oversight and Reform"
"[ERRATA II] THE ROLE OF PURDUE PHARMA AND THE SACKLER FAMILY IN THE OPIOID EPIDEMIC",https://www.congress.gov/event/116th-congress/house-event/LC68230/text,116th,"House of Representatives",2020-12-17T05:00:00Z,"House Oversight and Reform"
"“The Elements of Presidential Transitions”",https://www.congress.gov/event/116th-congress/house-event/111117,116th,"House of Representatives",2020-12-10T15:00:00Z,"House Oversight and Reform"
"THE ELEMENTS OF PRESIDENTIAL TRANSITIONS",https://www.congress.gov/event/116th-congress/house-event/LC66728/text,116th,"House of Representatives",2020-12-10T05:00:00Z,"House Oversight and Reform"
"“Pipelines Over People: How FERC Tramples Landowner Rights in Natural Gas Projects”",https://www.congress.gov/event/116th-congress/house-event/111112,116th,"House of Representatives",2020-12-09T15:00:00Z,"House Oversight and Reform"
"PIPELINES OVER PEOPLE: HOW FERC TRAMPLES LANDOWNER RIGHTS IN NATURAL GAS PROJECTS",https://www.congress.gov/event/116th-congress/house-event/LC65797/text,116th,"House of Representatives",2020-12-09T05:00:00Z,"House Oversight and Reform"
"“Ensuring the 2020 Census Count is Complete and Accurate”",https://www.congress.gov/event/116th-congress/house-event/111105,116th,"House of Representatives",2020-12-03T15:00:00Z,"House Oversight and Reform"
"ENSURING THE 2020 CENSUS COUNT IS COMPLETE AND ACCURATE",https://www.congress.gov/event/116th-congress/house-event/LC65759/text,116th,"House of Representatives",2020-12-03T05:00:00Z,"House Oversight and Reform"
"Subcommittee on National Security Hearing on
“Karshi-Khanabad:  Honoring the Heroes of Camp Stronghold Freedom”",https://www.congress.gov/event/116th-congress/house-event/111093,116th,"House of Representatives",2020-11-18T15:00:00Z,"House Oversight and Reform"
"“Karshi-Khanabad:  Honoring the Heroes of Camp Stronghold Freedom”",https://www.congress.gov/event/116th-congress/house-event/111097,116th,"House of Representatives",2020-11-18T15:00:00Z,"House Oversight and Reform"
"KARSHI-KHANABAD: HONORING THE HEROES OF CAMP STRONGHOLD FREEDOM",https://www.congress.gov/event/116th-congress/house-event/LC65761/text,116th,"House of Representatives",2020-11-18T05:00:00Z,"House Oversight and Reform"
"""IRS in the Pandemic""",https://www.congress.gov/event/116th-congress/house-event/111085,116th,"House of Representatives",2020-10-07T14:00:00Z,"House Oversight and Reform"
"IRS IN THE PANDEMIC",https://www.congress.gov/event/116th-congress/house-event/LC65620/text,116th,"House of Representatives",2020-10-07T04:00:00Z,"House Oversight and Reform"
"Hybrid Hearing with Secretary of Health and Human Services Alex M. Azar II",https://www.congress.gov/event/116th-congress/house-event/111037,116th,"House of Representatives",2020-10-02T13:00:00Z,"House Oversight and Reform"
"HYBRID HEARING WITH SECRETARY OF HEALTH AND HUMAN SERVICES ALEX M. AZAR II",https://www.congress.gov/event/116th-congress/house-event/LC65604/text,116th,"House of Representatives",2020-10-02T04:00:00Z,"House Oversight and Reform"
"“Unsustainable Drug Prices:  Testimony from the CEOs (Part II).”",https://www.congress.gov/event/116th-congress/house-event/111056,116th,"House of Representatives",2020-10-01T14:00:00Z,"House Oversight and Reform"
"UNSUSTAINABLE DRUG PRICES:. TESTIMONY FROM THE CEOs (PART II)",https://www.congress.gov/event/116th-congress/house-event/LC65658/text,116th,"House of Representatives",2020-10-01T04:00:00Z,"House Oversight and Reform"
"“Unsustainable Drug Prices:  Testimony from the CEOs (Part I and Part II)”",https://www.congress.gov/event/116th-congress/house-event/111055,116th,"House of Representatives",2020-09-30T14:00:00Z,"House Oversight and Reform"
"UNSUSTAINABLE DRUG PRICES: TESTIMONY FROM THE CEOs (PART I)",https://www.congress.gov/event/116th-congress/house-event/LC65605/text,116th,"House of Representatives",2020-09-30T04:00:00Z,"House Oversight and Reform"
"""Confronting Violent White Supremacy (Part IV): White Supremacy in Blue—The Infiltration of Local Police Departments""",https://www.congress.gov/event/116th-congress/house-event/111003,116th,"House of Representatives",2020-09-29T14:00:00Z,"House Oversight and Reform"
"CONFRONTING VIOLENT WHITE SUPREMACY (PART IV): WHITE SUPREMACY IN BLUE_ THE INFILTRATION OF LOCAL POLICE DEPARTMENTS",https://www.congress.gov/event/116th-congress/house-event/LC65641/text,116th,"House of Representatives",2020-09-29T04:00:00Z,"House Oversight and Reform"
"""Climate Change, Part IV: Moving Towards a Sustainable Future”",https://www.congress.gov/event/116th-congress/house-event/111042,116th,"House of Representatives",2020-09-24T18:00:00Z,"House Oversight and Reform"
"CLIMATE CHANGE, PART IV: MOVING TOWARDS A. SUSTAINABLE FUTURE",https://www.congress.gov/event/116th-congress/house-event/LC65638/text,116th,"House of Representatives",2020-09-24T04:00:00Z,"House Oversight and Reform"
"Hybrid Hearing with Federal Reserve Chair Jerome H. Powell",https://www.congress.gov/event/116th-congress/house-event/111029,116th,"House of Representatives",2020-09-23T14:00:00Z,"House Oversight and Reform"
"HYBRID HEARING WITH THE FEDERAL RESERVE CHAIR JEROME H. POWELL",https://www.congress.gov/event/116th-congress/house-event/LC65637/text,116th,"House of Representatives",2020-09-23T04:00:00Z,"House Oversight and Reform"
"“Examining the Trump Administration’s Afghanistan Strategy, Part 2”",https://www.congress.gov/event/116th-congress/house-event/111026,116th,"House of Representatives",2020-09-22T15:00:00Z,"House Oversight and Reform"
"EXAMINING THE TRUMP ADMINISTRATION'S AFGHANISTAN STRATEGY, PART 2",https://www.congress.gov/event/116th-congress/house-event/LC65645/text,116th,"House of Representatives",2020-09-22T04:00:00Z,"House Oversight and Reform"
"The Committee will consider the following:
   
1.H.R. 4774, Internet of Things Cybersecurity Training for Federal Employees Act; 

2.H.R. 5901, the Technology Modernization Centers of Excellence Program; 

3.H.R. 7496, COVID PREPARE Act; 

4.H.R. 4382, the Integrity Committee Transparency Act; 

5.H.R. 7107, Plum Act; 

6.H.R. 7340, Chai Suthammanont Remembrance Act; 

7.H.R. 7548, PPE Buy America Act;

8.H.R. 7936, Federal Employee Access to Information Act; 

9.H.R. 8109, Nonpartisan Postmaster General Act; 

10.H.R. ____, GAO Report Elimination Act; and 

11.Several postal naming measures.",https://www.congress.gov/event/116th-congress/house-event/111017,116th,"House of Representatives",2020-09-16T14:00:00Z,"House Oversight and Reform"
"""Postal Update""",https://www.congress.gov/event/116th-congress/house-event/110994,116th,"House of Representatives",2020-09-14T16:00:00Z,"House Oversight and Reform"
"POSTAL UPDATE",https://www.congress.gov/event/116th-congress/house-event/LC65626/text,116th,"House of Representatives",2020-09-14T04:00:00Z,"House Oversight and Reform"
"“Providing the Census Bureau with the Time to Produce a Complete and Accurate Census”",https://www.congress.gov/event/116th-congress/house-event/110987,116th,"House of Representatives",2020-09-10T15:00:00Z,"House Oversight and Reform"
"PROVIDING THE CENSUS BUREAU WITH THE TIME TO PRODUCE A COMPLETE AND ACCURATE CENSUS",https://www.congress.gov/event/116th-congress/house-event/LC65624/text,116th,"House of Representatives",2020-09-10T04:00:00Z,"House Oversight and Reform"
"Remote Hearing on “Ensuring a Free, Fair, and Safe Election During the Coronavirus Pandemic”",https://www.congress.gov/event/116th-congress/house-event/110980,116th,"House of Representatives",2020-09-09T17:00:00Z,"House Oversight and Reform"
"ENSURING A FREE, FAIR,. AND SAFE ELECTION DURING THE CORONAVIRUS PANDEMIC",https://www.congress.gov/event/116th-congress/house-event/LC65618/text,116th,"House of Representatives",2020-09-09T04:00:00Z,"House Oversight and Reform"
"Hybrid Hearing with Treasury Secretary Steven T. Mnuchin",https://www.congress.gov/event/116th-congress/house-event/110975,116th,"House of Representatives",2020-09-01T17:00:00Z,"House Oversight and Reform"
"HEARING WITH TREASURY SECRETARY STEVEN T. MNUCHIN -- THE TRUMP ADMINISTRATION'S RESPONSE TO THE ECONOMIC CRISIS",https://www.congress.gov/event/116th-congress/house-event/LC65801/text,116th,"House of Representatives",2020-09-01T04:00:00Z,"House Oversight and Reform"
"“Protecting the Timely Delivery of Mail, Medicine, and Mail-in Ballots”",https://www.congress.gov/event/116th-congress/house-event/110969,116th,"House of Representatives",2020-08-24T14:00:00Z,"House Oversight and Reform"
"PROTECTING THE TIMELY DELIVERY OF MAIL, MEDICINE, AND MAIL-IN BALLOTS",https://www.congress.gov/event/116th-congress/house-event/LC65739/text,116th,"House of Representatives",2020-08-24T04:00:00Z,"House Oversight and Reform"
"Remote Hearing on ""Challenges to Safely Reopening K-12 Schools""",https://www.congress.gov/event/116th-congress/house-event/110964,116th,"House of Representatives",2020-08-06T18:00:00Z,"House Oversight and Reform"
"CHALLENGES TO SAFELY REOPENING K-12 SCHOOLS",https://www.congress.gov/event/116th-congress/house-event/LC65619/text,116th,"House of Representatives",2020-08-06T04:00:00Z,"House Oversight and Reform"
"“The Devastating Health Impacts of Climate Change”",https://www.congress.gov/event/116th-congress/house-event/110965,116th,"House of Representatives",2020-08-05T15:00:00Z,"House Oversight and Reform"
"THE DEVASTATING HEALTH IMPACTS OF CLIMATE CHANGE",https://www.congress.gov/event/116th-congress/house-event/LC65616/text,116th,"House of Representatives",2020-08-05T04:00:00Z,"House Oversight and Reform"
"Hybrid Hearing on ""FITARA 10.0""",https://www.congress.gov/event/116th-congress/house-event/110953,116th,"House of Representatives",2020-08-03T18:00:00Z,"House Oversight and Reform"
"FITARA 10.0",https://www.congress.gov/event/116th-congress/house-event/LC65617/text,116th,"House of Representatives",2020-08-03T04:00:00Z,"House Oversight and Reform"
"Hybrid Hearing on “The Urgent Need for a National Plan to Contain the Coronavirus”",https://www.congress.gov/event/116th-congress/house-event/110912,116th,"House of Representatives",2020-07-31T13:00:00Z,"House Oversight and Reform"
"THE URGENT NEED FOR A NATIONAL PLAN TO CONTAIN THE CORONAVIRUS",https://www.congress.gov/event/116th-congress/house-event/LC65609/text,116th,"House of Representatives",2020-07-31T04:00:00Z,"House Oversight and Reform"
"Counting Every Person:  Safeguarding the 2020 Census Against the Trump Administration’s Unconstitutional Attacks",https://www.congress.gov/event/116th-congress/house-event/110948,116th,"House of Representatives",2020-07-29T13:30:00Z,"House Oversight and Reform"
"COUNTING EVERY PERSON: SAFEGUARDING THE 2020 CENSUS AGAINST THE TRUMP ADMINISTRATION'S UNCONSTITUTIONAL ATTACKS",https://www.congress.gov/event/116th-congress/house-event/LC65613/text,116th,"House of Representatives",2020-07-29T04:00:00Z,"House Oversight and Reform"
"FEMA’s Natural Disaster Preparedness and Response Efforts During the Coronavirus Pandemic",https://www.congress.gov/event/116th-congress/house-event/110930,116th,"House of Representatives",2020-07-24T13:00:00Z,"House Oversight and Reform"
"FEMA'S NATURAL DISASTER PREPAREDNESS AND RESPONSE EFFORTS DURING THE CORONAVIRUS PANDEMIC",https://www.congress.gov/event/116th-congress/house-event/LC65611/text,116th,"House of Representatives",2020-07-24T04:00:00Z,"House Oversight and Reform"
"Empowering Women and Girls and Promoting International Security",https://www.congress.gov/event/116th-congress/house-event/110923,116th,"House of Representatives",2020-07-23T14:00:00Z,"House Oversight and Reform"
"EMPOWERING WOMEN AND GIRLS AND PROMOTING INTERNATIONAL SECURITY",https://www.congress.gov/event/116th-congress/house-event/LC65612/text,116th,"House of Representatives",2020-07-23T04:00:00Z,"House Oversight and Reform"
"F-35 Joint Strike Fighter:  Ensuring Safety and Accountability in the Government’s Trillion Dollar Investment",https://www.congress.gov/event/116th-congress/house-event/110914,116th,"House of Representatives",2020-07-22T14:00:00Z,"House Oversight and Reform"
"F-35 JOINT STRIKE FIGHTER: ENSURING SAFETY AND ACCOUNTABILITY IN THE GOVERNMENT'S TRILLION DOLLAR INVESTMENT",https://www.congress.gov/event/116th-congress/house-event/LC65610/text,116th,"House of Representatives",2020-07-22T04:00:00Z,"House Oversight and Reform"
"Federal IT Modernization: How the Coronavirus Exposed Outdated Systems",https://www.congress.gov/event/116th-congress/house-event/110909,116th,"House of Representatives",2020-07-20T17:30:00Z,"House Oversight and Reform"
"FEDERAL IT MODERNIZATION: HOW THE CORONAVIRUS EXPOSED OUTDATED SYSTEMS",https://www.congress.gov/event/116th-congress/house-event/LC65594/text,116th,"House of Representatives",2020-07-20T04:00:00Z,"House Oversight and Reform"
"Former Federal Reserve Chairs on Responding to Our Nation’s Economic Crisis",https://www.congress.gov/event/116th-congress/house-event/110924,116th,"House of Representatives",2020-07-17T16:30:00Z,"House Oversight and Reform"
"FORMER FEDERAL RESERVE CHAIRS ON RESPONDING TO OUR NATION'S ECONOMIC CRISIS",https://www.congress.gov/event/116th-congress/house-event/LC65590/text,116th,"House of Representatives",2020-07-17T04:00:00Z,"House Oversight and Reform"
"H.R. 7331, the National Cyber Director Act",https://www.congress.gov/event/116th-congress/house-event/110895,116th,"House of Representatives",2020-07-15T16:00:00Z,"House Oversight and Reform"
"U.S. CYBERSECURITY PREPAREDNESS AND H.R. 7331, THE NATIONAL CYBER DIRECTOR ACT",https://www.congress.gov/event/116th-congress/house-event/LC65592/text,116th,"House of Representatives",2020-07-15T04:00:00Z,"House Oversight and Reform"
"“The Administration’s Efforts to Procure, Stockpile, and Distribute Critical Supplies”",https://www.congress.gov/event/116th-congress/house-event/110851,116th,"House of Representatives",2020-07-02T13:00:00Z,"House Oversight and Reform"
"THE ADMINISTRATION'S EFFORTS TO PROCURE, STOCKPILE, AND DISTRIBUTE CRITICAL SUPPLIES",https://www.congress.gov/event/116th-congress/house-event/LC65591/text,116th,"House of Representatives",2020-07-02T04:00:00Z,"House Oversight and Reform"
"Empowering Women and Girls and Promoting International Security",https://www.congress.gov/event/116th-congress/house-event/110842,116th,"House of Representatives",2020-06-30T13:00:00Z,"House Oversight and Reform"
"“Accountability in Crisis:  GAO’s Recommendations to Improve the Federal Coronavirus Response”",https://www.congress.gov/event/116th-congress/house-event/110831,116th,"House of Representatives",2020-06-26T14:00:00Z,"House Oversight and Reform"
"ACCOUNTABILITY IN CRISIS: GAO'S RECOMMENDATIONS TO IMPROVE THE FEDERAL CORONAVIRUS RESPONSE",https://www.congress.gov/event/116th-congress/house-event/LC65568/text,116th,"House of Representatives",2020-06-26T04:00:00Z,"House Oversight and Reform"
"Frontline Feds: Serving the Public During a Pandemic",https://www.congress.gov/event/116th-congress/house-event/110826,116th,"House of Representatives",2020-06-25T14:00:00Z,"House Oversight and Reform"
"FRONTLINE FEDS: SERVING THE PUBLIC DURING A PANDEMIC",https://www.congress.gov/event/116th-congress/house-event/LC65578/text,116th,"House of Representatives",2020-06-25T04:00:00Z,"House Oversight and Reform"
"The Unemployment Pandemic:  Addressing America’s Jobs Crisis",https://www.congress.gov/event/116th-congress/house-event/110811,116th,"House of Representatives",2020-06-18T16:00:00Z,"House Oversight and Reform"
"THE UNEMPLOYMENT PANDEMIC: ADDRESSING AMERICA'S JOBS CRISIS",https://www.congress.gov/event/116th-congress/house-event/LC65569/text,116th,"House of Representatives",2020-06-18T04:00:00Z,"House Oversight and Reform"
"No Worker Left Behind:  Supporting Essential Workers",https://www.congress.gov/event/116th-congress/house-event/110776,116th,"House of Representatives",2020-06-10T16:00:00Z,"House Oversight and Reform"
"NO WORKER LEFT BEHIND: SUPPORTING ESSENTIAL WORKERS",https://www.congress.gov/event/116th-congress/house-event/LC65571/text,116th,"House of Representatives",2020-06-10T04:00:00Z,"House Oversight and Reform"
"Coronavirus Preparedness and Response",https://www.congress.gov/event/116th-congress/house-event/110713,116th,"House of Representatives",2020-03-12T15:00:00Z,"House Oversight and Reform"
"Climate Change, Part IV:  Future Impacts of Continued Federal Inaction",https://www.congress.gov/event/116th-congress/house-event/110716,116th,"House of Representatives",2020-03-12T14:00:00Z,"House Oversight and Reform"
"Examining Travel Insurance for Coronavirus-Related Cancellations",https://www.congress.gov/event/116th-congress/house-event/110714,116th,"House of Representatives",2020-03-11T18:00:00Z,"House Oversight and Reform"
"CORONAVIRUS PREPAREDNESS AND RESPONSE",https://www.congress.gov/event/116th-congress/house-event/LC65593/text,116th,"House of Representatives",2020-03-11T04:00:00Z,"House Oversight and Reform"
